intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,Clim_1,Clim_2,
Sarcophagidae.D - Nymphalidae.C,-0.192235418,-0.898508986,0.414767877,0.95,mode,hdi,Sarcophagidae.D,Nymphalidae.C,D,C,
Sarcophagidae.D - Nymphalidae.D,0.070767938,-0.623852141,0.741319045,0.95,mode,hdi,Sarcophagidae.D,Nymphalidae.D,D,D,
Sarcophagidae.D - Nymphalidae.E,-0.644413319,-1.45127292,0.049770305,0.95,mode,hdi,Sarcophagidae.D,Nymphalidae.E,D,E,
Sarcophagidae.D - Sarcophagidae.A,0.00822672,-0.696209545,0.752599588,0.95,mode,hdi,Sarcophagidae.D,Sarcophagidae.A,D,A,
Sarcophagidae.D - Sarcophagidae.B,-0.364493757,-1.121053519,0.486077296,0.95,mode,hdi,Sarcophagidae.D,Sarcophagidae.B,D,B,
Sarcophagidae.D - Sarcophagidae.C,-0.019539702,-0.669279903,0.684480002,0.95,mode,hdi,Sarcophagidae.D,Sarcophagidae.C,D,C,
Sarcophagidae.E - Andrenidae.A,-0.125699803,-1.570158306,1.271702426,0.95,mode,hdi,Sarcophagidae.E,Andrenidae.A,E,A,
Sarcophagidae.E - Andrenidae.B,-0.428033346,-1.914404989,0.977221185,0.95,mode,hdi,Sarcophagidae.E,Andrenidae.B,E,B,
Sarcophagidae.E - Andrenidae.C,-0.152725857,-1.498145227,1.293278805,0.95,mode,hdi,Sarcophagidae.E,Andrenidae.C,E,C,
Sarcophagidae.E - Andrenidae.D,-0.09842427,-1.600799543,1.176112249,0.95,mode,hdi,Sarcophagidae.E,Andrenidae.D,E,D,
Sarcophagidae.E - Andrenidae.E,-0.083899958,-1.47159341,1.260648655,0.95,mode,hdi,Sarcophagidae.E,Andrenidae.E,E,E,
Sarcophagidae.E - Anthomyiidae.A,0.190460135,-1.413164817,1.832290589,0.95,mode,hdi,Sarcophagidae.E,Anthomyiidae.A,E,A,
Sarcophagidae.E - Anthomyiidae.B,-0.420275042,-1.930498053,1.343730118,0.95,mode,hdi,Sarcophagidae.E,Anthomyiidae.B,E,B,
Sarcophagidae.E - Anthomyiidae.C,-0.266558029,-1.55520031,1.253798027,0.95,mode,hdi,Sarcophagidae.E,Anthomyiidae.C,E,C,
Sarcophagidae.E - Anthomyiidae.D,0.179316998,-1.265036757,1.645986628,0.95,mode,hdi,Sarcophagidae.E,Anthomyiidae.D,E,D,
Sarcophagidae.E - Anthomyiidae.E,0.129091684,-1.303164965,1.558104759,0.95,mode,hdi,Sarcophagidae.E,Anthomyiidae.E,E,E,
Sarcophagidae.E - Apidae.A,-0.955094471,-2.38347848,0.438648378,0.95,mode,hdi,Sarcophagidae.E,Apidae.A,E,A,
Sarcophagidae.E - Apidae.B,-1.014913244,-2.52489981,0.278356169,0.95,mode,hdi,Sarcophagidae.E,Apidae.B,E,B,
Sarcophagidae.E - Apidae.C,-0.800910867,-2.070246757,0.727003494,0.95,mode,hdi,Sarcophagidae.E,Apidae.C,E,C,
Sarcophagidae.E - Apidae.D,-0.78162206,-2.184561287,0.624972759,0.95,mode,hdi,Sarcophagidae.E,Apidae.D,E,D,
Sarcophagidae.E - Apidae.E,-0.650076432,-1.955744685,0.827310115,0.95,mode,hdi,Sarcophagidae.E,Apidae.E,E,E,
Sarcophagidae.E - Bombyliidae.A,-0.443663151,-1.89450933,0.939293128,0.95,mode,hdi,Sarcophagidae.E,Bombyliidae.A,E,A,
Sarcophagidae.E - Bombyliidae.B,-0.472115891,-1.96031335,0.902237061,0.95,mode,hdi,Sarcophagidae.E,Bombyliidae.B,E,B,
Sarcophagidae.E - Bombyliidae.C,-0.181798448,-1.554726964,1.261045168,0.95,mode,hdi,Sarcophagidae.E,Bombyliidae.C,E,C,
Sarcophagidae.E - Bombyliidae.D,-0.002533885,-1.484024277,1.437214878,0.95,mode,hdi,Sarcophagidae.E,Bombyliidae.D,E,D,
Sarcophagidae.E - Bombyliidae.E,-0.074847935,-1.51301854,1.279614824,0.95,mode,hdi,Sarcophagidae.E,Bombyliidae.E,E,E,
Sarcophagidae.E - Calliphoridae.A,-0.224409102,-1.670029114,1.135847812,0.95,mode,hdi,Sarcophagidae.E,Calliphoridae.A,E,A,
Sarcophagidae.E - Calliphoridae.B,-0.286544804,-1.946948709,0.910210659,0.95,mode,hdi,Sarcophagidae.E,Calliphoridae.B,E,B,
Sarcophagidae.E - Calliphoridae.C,-0.100798525,-1.486395008,1.329637936,0.95,mode,hdi,Sarcophagidae.E,Calliphoridae.C,E,C,
Sarcophagidae.E - Calliphoridae.D,0.017838567,-1.418572131,1.469679944,0.95,mode,hdi,Sarcophagidae.E,Calliphoridae.D,E,D,
Sarcophagidae.E - Calliphoridae.E,0.088635578,-1.315011099,1.534434346,0.95,mode,hdi,Sarcophagidae.E,Calliphoridae.E,E,E,
Sarcophagidae.E - Colletidae.A,-0.041876232,-1.540824288,1.419813419,0.95,mode,hdi,Sarcophagidae.E,Colletidae.A,E,A,
Sarcophagidae.E - Colletidae.B,-0.292762674,-1.791160613,1.180722156,0.95,mode,hdi,Sarcophagidae.E,Colletidae.B,E,B,
Sarcophagidae.E - Colletidae.C,-0.185760581,-1.505199578,1.316696345,0.95,mode,hdi,Sarcophagidae.E,Colletidae.C,E,C,
Sarcophagidae.E - Colletidae.D,-0.115044483,-1.58470937,1.220321464,0.95,mode,hdi,Sarcophagidae.E,Colletidae.D,E,D,
Sarcophagidae.E - Colletidae.E,0.43905185,-1.124252788,1.762989459,0.95,mode,hdi,Sarcophagidae.E,Colletidae.E,E,E,
Sarcophagidae.E - Crabronidae.A,0.388839538,-1.219938138,1.636142091,0.95,mode,hdi,Sarcophagidae.E,Crabronidae.A,E,A,
Sarcophagidae.E - Crabronidae.B,0.106668572,-1.598631758,1.563974639,0.95,mode,hdi,Sarcophagidae.E,Crabronidae.B,E,B,
Sarcophagidae.E - Crabronidae.C,0.276734751,-1.252612268,1.612805235,0.95,mode,hdi,Sarcophagidae.E,Crabronidae.C,E,C,
Sarcophagidae.E - Crabronidae.D,0.488146921,-1.068021213,1.995736398,0.95,mode,hdi,Sarcophagidae.E,Crabronidae.D,E,D,
Sarcophagidae.E - Crabronidae.E,0.219352792,-1.382796743,1.662785088,0.95,mode,hdi,Sarcophagidae.E,Crabronidae.E,E,E,
Sarcophagidae.E - Halictidae.A,-0.99791925,-2.437275818,0.371363289,0.95,mode,hdi,Sarcophagidae.E,Halictidae.A,E,A,
Sarcophagidae.E - Halictidae.B,-0.981881138,-2.580361761,0.25168389,0.95,mode,hdi,Sarcophagidae.E,Halictidae.B,E,B,
Sarcophagidae.E - Halictidae.C,-0.553915937,-1.89869687,0.893861416,0.95,mode,hdi,Sarcophagidae.E,Halictidae.C,E,C,
Sarcophagidae.E - Halictidae.D,-0.302967808,-1.86071503,0.944553845,0.95,mode,hdi,Sarcophagidae.E,Halictidae.D,E,D,
Sarcophagidae.E - Halictidae.E,-0.132040744,-1.744115771,1.179512383,0.95,mode,hdi,Sarcophagidae.E,Halictidae.E,E,E,
Sarcophagidae.E - Megachilidae.A,-0.077145613,-1.386856844,1.439377954,0.95,mode,hdi,Sarcophagidae.E,Megachilidae.A,E,A,
Sarcophagidae.E - Megachilidae.B,-0.186644149,-1.723790192,1.143763972,0.95,mode,hdi,Sarcophagidae.E,Megachilidae.B,E,B,
Sarcophagidae.E - Megachilidae.C,0.033747225,-1.454455348,1.379824256,0.95,mode,hdi,Sarcophagidae.E,Megachilidae.C,E,C,
Sarcophagidae.E - Megachilidae.D,0.052876039,-1.393772605,1.442090771,0.95,mode,hdi,Sarcophagidae.E,Megachilidae.D,E,D,
Sarcophagidae.E - Megachilidae.E,-0.517377901,-1.90100206,0.963112303,0.95,mode,hdi,Sarcophagidae.E,Megachilidae.E,E,E,
Sarcophagidae.E - Muscidae.A,-0.065107438,-1.398718949,1.426588235,0.95,mode,hdi,Sarcophagidae.E,Muscidae.A,E,A,
Sarcophagidae.E - Muscidae.B,0.211786984,-1.583843378,1.344105855,0.95,mode,hdi,Sarcophagidae.E,Muscidae.B,E,B,
Sarcophagidae.E - Muscidae.C,-0.363954376,-1.672268012,1.133211993,0.95,mode,hdi,Sarcophagidae.E,Muscidae.C,E,C,
Sarcophagidae.E - Muscidae.D,-0.350653939,-1.959948973,0.841895208,0.95,mode,hdi,Sarcophagidae.E,Muscidae.D,E,D,
Sarcophagidae.E - Muscidae.E,-0.353830867,-1.855843296,0.966454214,0.95,mode,hdi,Sarcophagidae.E,Muscidae.E,E,E,
Sarcophagidae.E - Nymphalidae.A,0.128751928,-1.161124176,1.661819577,0.95,mode,hdi,Sarcophagidae.E,Nymphalidae.A,E,A,
Sarcophagidae.E - Nymphalidae.B,-1.168957529,-2.855426078,0.143396568,0.95,mode,hdi,Sarcophagidae.E,Nymphalidae.B,E,B,
Sarcophagidae.E - Nymphalidae.C,-0.021672212,-1.445264428,1.371484684,0.95,mode,hdi,Sarcophagidae.E,Nymphalidae.C,E,C,
Sarcophagidae.E - Nymphalidae.D,0.273508151,-1.337118549,1.497750186,0.95,mode,hdi,Sarcophagidae.E,Nymphalidae.D,E,D,
Sarcophagidae.E - Nymphalidae.E,-0.395613194,-1.872338962,0.871549232,0.95,mode,hdi,Sarcophagidae.E,Nymphalidae.E,E,E,
Sarcophagidae.E - Sarcophagidae.A,0.339287715,-1.113609403,1.67051329,0.95,mode,hdi,Sarcophagidae.E,Sarcophagidae.A,E,A,
Sarcophagidae.E - Sarcophagidae.B,-0.097075291,-1.485930392,1.383099716,0.95,mode,hdi,Sarcophagidae.E,Sarcophagidae.B,E,B,
Sarcophagidae.E - Sarcophagidae.C,0.193910574,-1.273828474,1.552840139,0.95,mode,hdi,Sarcophagidae.E,Sarcophagidae.C,E,C,
Sarcophagidae.E - Sarcophagidae.D,0.252323808,-1.299214134,1.687976237,0.95,mode,hdi,Sarcophagidae.E,Sarcophagidae.D,E,D,
Syrphidae.A - Andrenidae.A,-0.062040219,-0.36090056,0.244043243,0.95,mode,hdi,Syrphidae.A,Andrenidae.A,A,A,
Syrphidae.A - Andrenidae.B,-0.444667394,-1.029922528,0.148099651,0.95,mode,hdi,Syrphidae.A,Andrenidae.B,A,B,
Syrphidae.A - Andrenidae.C,-0.096630344,-0.475573243,0.25012591,0.95,mode,hdi,Syrphidae.A,Andrenidae.C,A,C,
Syrphidae.A - Andrenidae.D,-0.09774794,-0.630196486,0.263944473,0.95,mode,hdi,Syrphidae.A,Andrenidae.D,A,D,
Syrphidae.A - Andrenidae.E,-0.084104063,-0.608505225,0.528628416,0.95,mode,hdi,Syrphidae.A,Andrenidae.E,A,E,
Syrphidae.A - Anthomyiidae.A,0.211918336,-0.648017804,0.984011095,0.95,mode,hdi,Syrphidae.A,Anthomyiidae.A,A,A,
Syrphidae.A - Anthomyiidae.B,-0.360236976,-1.309045603,0.619057749,0.95,mode,hdi,Syrphidae.A,Anthomyiidae.B,A,B,
Syrphidae.A - Anthomyiidae.C,-0.299835783,-0.630240853,0.136861793,0.95,mode,hdi,Syrphidae.A,Anthomyiidae.C,A,C,
Syrphidae.A - Anthomyiidae.D,0.20196096,-0.322629269,0.765513699,0.95,mode,hdi,Syrphidae.A,Anthomyiidae.D,A,D,
Syrphidae.A - Anthomyiidae.E,0.227750156,-0.397409738,0.792954542,0.95,mode,hdi,Syrphidae.A,Anthomyiidae.E,A,E,
Syrphidae.A - Apidae.A,-0.970404515,-1.111313388,-0.771920249,0.95,mode,hdi,Syrphidae.A,Apidae.A,A,A,
Syrphidae.A - Apidae.B,-1.077865714,-1.5830333,-0.554050631,0.95,mode,hdi,Syrphidae.A,Apidae.B,A,B,
Syrphidae.A - Apidae.C,-0.700975518,-1.049867596,-0.353288396,0.95,mode,hdi,Syrphidae.A,Apidae.C,A,C,
Syrphidae.A - Apidae.D,-0.722870618,-1.214298048,-0.347719837,0.95,mode,hdi,Syrphidae.A,Apidae.D,A,D,
Syrphidae.A - Apidae.E,-0.436223131,-1.02161828,-0.001256359,0.95,mode,hdi,Syrphidae.A,Apidae.E,A,E,
Syrphidae.A - Bombyliidae.A,-0.434262051,-0.723530994,-0.151694703,0.95,mode,hdi,Syrphidae.A,Bombyliidae.A,A,A,
Syrphidae.A - Bombyliidae.B,-0.506791524,-1.08833232,0.00949766,0.95,mode,hdi,Syrphidae.A,Bombyliidae.B,A,B,
Syrphidae.A - Bombyliidae.C,-0.133174766,-0.506157647,0.264892848,0.95,mode,hdi,Syrphidae.A,Bombyliidae.C,A,C,
Syrphidae.A - Bombyliidae.D,0.045453705,-0.57209942,0.585759281,0.95,mode,hdi,Syrphidae.A,Bombyliidae.D,A,D,
Syrphidae.A - Bombyliidae.E,-0.049504301,-0.59498491,0.558302532,0.95,mode,hdi,Syrphidae.A,Bombyliidae.E,A,E,
Syrphidae.A - Calliphoridae.A,-0.183206471,-0.373551235,0.029682488,0.95,mode,hdi,Syrphidae.A,Calliphoridae.A,A,A,
Syrphidae.A - Calliphoridae.B,-0.509426691,-1.034215476,0.129945113,0.95,mode,hdi,Syrphidae.A,Calliphoridae.B,A,B,
Syrphidae.A - Calliphoridae.C,-0.109017151,-0.495074669,0.246823669,0.95,mode,hdi,Syrphidae.A,Calliphoridae.C,A,C,
Syrphidae.A - Calliphoridae.D,0.124297559,-0.488584447,0.539081909,0.95,mode,hdi,Syrphidae.A,Calliphoridae.D,A,D,
Syrphidae.A - Calliphoridae.E,0.10191545,-0.518227767,0.733670568,0.95,mode,hdi,Syrphidae.A,Calliphoridae.E,A,E,
Syrphidae.A - Colletidae.A,0.109322118,-0.471630627,0.544968685,0.95,mode,hdi,Syrphidae.A,Colletidae.A,A,A,
Syrphidae.A - Colletidae.B,-0.187772126,-0.907501096,0.409670892,0.95,mode,hdi,Syrphidae.A,Colletidae.B,A,B,
Syrphidae.A - Colletidae.C,-0.153305779,-0.520494942,0.216684814,0.95,mode,hdi,Syrphidae.A,Colletidae.C,A,C,
Syrphidae.A - Colletidae.D,-0.146146066,-0.64655576,0.416847104,0.95,mode,hdi,Syrphidae.A,Colletidae.D,A,D,
Syrphidae.A - Colletidae.E,0.332561108,-0.331222422,1.017731682,0.95,mode,hdi,Syrphidae.A,Colletidae.E,A,E,
Syrphidae.A - Crabronidae.A,0.30187804,-0.136745197,0.773975915,0.95,mode,hdi,Syrphidae.A,Crabronidae.A,A,A,
Syrphidae.A - Crabronidae.B,-0.059584868,-0.735322828,0.90292855,0.95,mode,hdi,Syrphidae.A,Crabronidae.B,A,B,
Syrphidae.A - Crabronidae.C,0.300611788,-0.155090433,0.658619013,0.95,mode,hdi,Syrphidae.A,Crabronidae.C,A,C,
Syrphidae.A - Crabronidae.D,0.456225779,-0.248950568,1.355933784,0.95,mode,hdi,Syrphidae.A,Crabronidae.D,A,D,
Syrphidae.A - Crabronidae.E,0.020964996,-0.725440867,1.042644136,0.95,mode,hdi,Syrphidae.A,Crabronidae.E,A,E,
Syrphidae.A - Halictidae.A,-0.953426552,-1.180208882,-0.76764229,0.95,mode,hdi,Syrphidae.A,Halictidae.A,A,A,
Syrphidae.A - Halictidae.B,-1.159944753,-1.695219215,-0.610748803,0.95,mode,hdi,Syrphidae.A,Halictidae.B,A,B,
Syrphidae.A - Halictidae.C,-0.492623238,-0.830659371,-0.138039044,0.95,mode,hdi,Syrphidae.A,Halictidae.C,A,C,
Syrphidae.A - Halictidae.D,-0.400019777,-0.876183158,0.036054901,0.95,mode,hdi,Syrphidae.A,Halictidae.D,A,D,
Syrphidae.A - Halictidae.E,-0.290248864,-0.98989147,0.414640941,0.95,mode,hdi,Syrphidae.A,Halictidae.E,A,E,
Syrphidae.A - Megachilidae.A,-0.014549399,-0.298305903,0.253177257,0.95,mode,hdi,Syrphidae.A,Megachilidae.A,A,A,
Syrphidae.A - Megachilidae.B,-0.314838439,-0.898339241,0.28891596,0.95,mode,hdi,Syrphidae.A,Megachilidae.B,A,B,
Syrphidae.A - Megachilidae.C,0.052504105,-0.324602092,0.445597138,0.95,mode,hdi,Syrphidae.A,Megachilidae.C,A,C,
Syrphidae.A - Megachilidae.D,0.015670457,-0.443871382,0.552130452,0.95,mode,hdi,Syrphidae.A,Megachilidae.D,A,D,
Syrphidae.A - Megachilidae.E,-0.419096334,-0.986885462,0.185475361,0.95,mode,hdi,Syrphidae.A,Megachilidae.E,A,E,
Syrphidae.A - Muscidae.A,0.010651163,-0.230850643,0.211907931,0.95,mode,hdi,Syrphidae.A,Muscidae.A,A,A,
Syrphidae.A - Muscidae.B,0.025657168,-0.709789921,0.585959508,0.95,mode,hdi,Syrphidae.A,Muscidae.B,A,B,
Syrphidae.A - Muscidae.C,-0.320021571,-0.686678223,0.057323908,0.95,mode,hdi,Syrphidae.A,Muscidae.C,A,C,
Syrphidae.A - Muscidae.D,-0.449412762,-0.958424753,-0.033571179,0.95,mode,hdi,Syrphidae.A,Muscidae.D,A,D,
Syrphidae.A - Muscidae.E,-0.325501413,-0.828084375,0.185949774,0.95,mode,hdi,Syrphidae.A,Muscidae.E,A,E,
Syrphidae.A - Nymphalidae.A,0.190714409,-0.117936229,0.546823714,0.95,mode,hdi,Syrphidae.A,Nymphalidae.A,A,A,
Syrphidae.A - Nymphalidae.B,-1.11590596,-1.900115642,-0.546521809,0.95,mode,hdi,Syrphidae.A,Nymphalidae.B,A,B,
Syrphidae.A - Nymphalidae.C,-0.052613252,-0.426905392,0.322165648,0.95,mode,hdi,Syrphidae.A,Nymphalidae.C,A,C,
Syrphidae.A - Nymphalidae.D,0.223859943,-0.250306169,0.705502222,0.95,mode,hdi,Syrphidae.A,Nymphalidae.D,A,D,
Syrphidae.A - Nymphalidae.E,-0.509855398,-0.983774985,0.059674249,0.95,mode,hdi,Syrphidae.A,Nymphalidae.E,A,E,
Syrphidae.A - Sarcophagidae.A,0.298917468,-0.046270038,0.555765286,0.95,mode,hdi,Syrphidae.A,Sarcophagidae.A,A,A,
Syrphidae.A - Sarcophagidae.B,-0.055286395,-0.641809685,0.530934668,0.95,mode,hdi,Syrphidae.A,Sarcophagidae.B,A,B,
Syrphidae.A - Sarcophagidae.C,0.178342126,-0.269041737,0.575766033,0.95,mode,hdi,Syrphidae.A,Sarcophagidae.C,A,C,
Syrphidae.A - Sarcophagidae.D,0.146094503,-0.490551632,0.884824498,0.95,mode,hdi,Syrphidae.A,Sarcophagidae.D,A,D,
Syrphidae.A - Sarcophagidae.E,0.061108189,-1.341875737,1.454268573,0.95,mode,hdi,Syrphidae.A,Sarcophagidae.E,A,E,
Syrphidae.B - Andrenidae.A,0.412630295,-0.164503439,0.991566852,0.95,mode,hdi,Syrphidae.B,Andrenidae.A,B,A,
Syrphidae.B - Andrenidae.B,0.02998707,-0.479713673,0.446993011,0.95,mode,hdi,Syrphidae.B,Andrenidae.B,B,B,
Syrphidae.B - Andrenidae.C,0.336270909,-0.122801154,0.850261191,0.95,mode,hdi,Syrphidae.B,Andrenidae.C,B,C,
Syrphidae.B - Andrenidae.D,0.221616905,-0.256923412,0.845779927,0.95,mode,hdi,Syrphidae.B,Andrenidae.D,B,D,
Syrphidae.B - Andrenidae.E,0.34004774,-0.240085144,0.987730439,0.95,mode,hdi,Syrphidae.B,Andrenidae.E,B,E,
Syrphidae.B - Anthomyiidae.A,0.666072613,-0.350067725,1.576790822,0.95,mode,hdi,Syrphidae.B,Anthomyiidae.A,B,A,
Syrphidae.B - Anthomyiidae.B,0.142180334,-0.771028958,0.999242036,0.95,mode,hdi,Syrphidae.B,Anthomyiidae.B,B,B,
Syrphidae.B - Anthomyiidae.C,0.195166163,-0.292839603,0.712851356,0.95,mode,hdi,Syrphidae.B,Anthomyiidae.C,B,C,
Syrphidae.B - Anthomyiidae.D,0.671382378,0.013140664,1.326865579,0.95,mode,hdi,Syrphidae.B,Anthomyiidae.D,B,D,
Syrphidae.B - Anthomyiidae.E,0.697056357,0.018233334,1.322268962,0.95,mode,hdi,Syrphidae.B,Anthomyiidae.E,B,E,
Syrphidae.B - Apidae.A,-0.561800782,-1.046956233,-0.009051714,0.95,mode,hdi,Syrphidae.B,Apidae.A,B,A,
Syrphidae.B - Apidae.B,-0.598448911,-0.972427082,-0.268689641,0.95,mode,hdi,Syrphidae.B,Apidae.B,B,B,
Syrphidae.B - Apidae.C,-0.300312999,-0.727368672,0.230478567,0.95,mode,hdi,Syrphidae.B,Apidae.C,B,C,
Syrphidae.B - Apidae.D,-0.335282906,-0.853690394,0.219869585,0.95,mode,hdi,Syrphidae.B,Apidae.D,B,D,
Syrphidae.B - Apidae.E,-0.109063025,-0.580171974,0.564687007,0.95,mode,hdi,Syrphidae.B,Apidae.E,B,E,
Syrphidae.B - Bombyliidae.A,0.012192354,-0.542575738,0.627518766,0.95,mode,hdi,Syrphidae.B,Bombyliidae.A,B,A,
Syrphidae.B - Bombyliidae.B,-0.110138441,-0.537067926,0.284396878,0.95,mode,hdi,Syrphidae.B,Bombyliidae.B,B,B,
Syrphidae.B - Bombyliidae.C,0.35743092,-0.185463652,0.839493187,0.95,mode,hdi,Syrphidae.B,Bombyliidae.C,B,C,
Syrphidae.B - Bombyliidae.D,0.498606351,-0.210188052,1.103497654,0.95,mode,hdi,Syrphidae.B,Bombyliidae.D,B,D,
Syrphidae.B - Bombyliidae.E,0.387769178,-0.242123816,0.983416785,0.95,mode,hdi,Syrphidae.B,Bombyliidae.E,B,E,
Syrphidae.B - Calliphoridae.A,0.21969288,-0.269231514,0.829536424,0.95,mode,hdi,Syrphidae.B,Calliphoridae.A,B,A,
Syrphidae.B - Calliphoridae.B,-0.01789615,-0.45838769,0.417844374,0.95,mode,hdi,Syrphidae.B,Calliphoridae.B,B,B,
Syrphidae.B - Calliphoridae.C,0.331396925,-0.16907463,0.834968166,0.95,mode,hdi,Syrphidae.B,Calliphoridae.C,B,C,
Syrphidae.B - Calliphoridae.D,0.43639381,-0.109535073,1.102041756,0.95,mode,hdi,Syrphidae.B,Calliphoridae.D,B,D,
Syrphidae.B - Calliphoridae.E,0.561420633,-0.092205173,1.227794961,0.95,mode,hdi,Syrphidae.B,Calliphoridae.E,B,E,
Syrphidae.B - Colletidae.A,0.474363607,-0.224307586,1.169520628,0.95,mode,hdi,Syrphidae.B,Colletidae.A,B,A,
Syrphidae.B - Colletidae.B,0.186746511,-0.336404856,0.693528491,0.95,mode,hdi,Syrphidae.B,Colletidae.B,B,B,
Syrphidae.B - Colletidae.C,0.256628334,-0.177455541,0.798911183,0.95,mode,hdi,Syrphidae.B,Colletidae.C,B,C,
Syrphidae.B - Colletidae.D,0.286817299,-0.298391774,0.91642472,0.95,mode,hdi,Syrphidae.B,Colletidae.D,B,D,
Syrphidae.B - Colletidae.E,0.747301696,0.050247625,1.482901693,0.95,mode,hdi,Syrphidae.B,Colletidae.E,B,E,
Syrphidae.B - Crabronidae.A,0.764614158,0.098685383,1.410800549,0.95,mode,hdi,Syrphidae.B,Crabronidae.A,B,A,
Syrphidae.B - Crabronidae.B,0.51729491,-0.259479155,1.16143818,0.95,mode,hdi,Syrphidae.B,Crabronidae.B,B,B,
Syrphidae.B - Crabronidae.C,0.735378498,0.210479685,1.246005726,0.95,mode,hdi,Syrphidae.B,Crabronidae.C,B,C,
Syrphidae.B - Crabronidae.D,0.837545733,0.136408174,1.867456172,0.95,mode,hdi,Syrphidae.B,Crabronidae.D,B,D,
Syrphidae.B - Crabronidae.E,0.57875207,-0.298967385,1.553159461,0.95,mode,hdi,Syrphidae.B,Crabronidae.E,B,E,
Syrphidae.B - Halictidae.A,-0.54221354,-1.047967113,0.030038639,0.95,mode,hdi,Syrphidae.B,Halictidae.A,B,A,
Syrphidae.B - Halictidae.B,-0.711935582,-1.097683844,-0.350758375,0.95,mode,hdi,Syrphidae.B,Halictidae.B,B,B,
Syrphidae.B - Halictidae.C,-0.038296274,-0.51337666,0.448304029,0.95,mode,hdi,Syrphidae.B,Halictidae.C,B,C,
Syrphidae.B - Halictidae.D,0.09179331,-0.545705994,0.57773653,0.95,mode,hdi,Syrphidae.B,Halictidae.D,B,D,
Syrphidae.B - Halictidae.E,0.201276304,-0.540014051,0.931267387,0.95,mode,hdi,Syrphidae.B,Halictidae.E,B,E,
Syrphidae.B - Megachilidae.A,0.409092548,-0.127467113,1.005522295,0.95,mode,hdi,Syrphidae.B,Megachilidae.A,B,A,
Syrphidae.B - Megachilidae.B,0.093661133,-0.29490761,0.608288434,0.95,mode,hdi,Syrphidae.B,Megachilidae.B,B,B,
Syrphidae.B - Megachilidae.C,0.441872133,0.000148201,1.006568918,0.95,mode,hdi,Syrphidae.B,Megachilidae.C,B,C,
Syrphidae.B - Megachilidae.D,0.47717353,-0.127698146,1.073700438,0.95,mode,hdi,Syrphidae.B,Megachilidae.D,B,D,
Syrphidae.B - Megachilidae.E,0.02600603,-0.606877441,0.629094619,0.95,mode,hdi,Syrphidae.B,Megachilidae.E,B,E,
Syrphidae.B - Muscidae.A,0.441561872,-0.142858711,0.960112205,0.95,mode,hdi,Syrphidae.B,Muscidae.A,B,A,
Syrphidae.B - Muscidae.B,0.444867539,-0.117675089,0.892033293,0.95,mode,hdi,Syrphidae.B,Muscidae.B,B,B,
Syrphidae.B - Muscidae.C,0.116453272,-0.369835919,0.625256016,0.95,mode,hdi,Syrphidae.B,Muscidae.C,B,C,
Syrphidae.B - Muscidae.D,0.020005585,-0.596627465,0.539819721,0.95,mode,hdi,Syrphidae.B,Muscidae.D,B,D,
Syrphidae.B - Muscidae.E,0.157535965,-0.421082223,0.704094082,0.95,mode,hdi,Syrphidae.B,Muscidae.E,B,E,
Syrphidae.B - Nymphalidae.A,0.684812384,0.112003274,1.277958072,0.95,mode,hdi,Syrphidae.B,Nymphalidae.A,B,A,
Syrphidae.B - Nymphalidae.B,-0.765868185,-1.353555119,-0.253339135,0.95,mode,hdi,Syrphidae.B,Nymphalidae.B,B,B,
Syrphidae.B - Nymphalidae.C,0.397879279,-0.094665998,0.88580946,0.95,mode,hdi,Syrphidae.B,Nymphalidae.C,B,C,
Syrphidae.B - Nymphalidae.D,0.650223776,0.08689396,1.248573815,0.95,mode,hdi,Syrphidae.B,Nymphalidae.D,B,D,
Syrphidae.B - Nymphalidae.E,-0.040328363,-0.565589922,0.601443298,0.95,mode,hdi,Syrphidae.B,Nymphalidae.E,B,E,
Syrphidae.B - Sarcophagidae.A,0.724175681,0.110879101,1.278858579,0.95,mode,hdi,Syrphidae.B,Sarcophagidae.A,B,A,
Syrphidae.B - Sarcophagidae.B,0.362207638,-0.060426974,0.800141631,0.95,mode,hdi,Syrphidae.B,Sarcophagidae.B,B,B,
Syrphidae.B - Sarcophagidae.C,0.624641277,0.07902275,1.147280294,0.95,mode,hdi,Syrphidae.B,Sarcophagidae.C,B,C,
Syrphidae.B - Sarcophagidae.D,0.649324429,-0.098501183,1.421699906,0.95,mode,hdi,Syrphidae.B,Sarcophagidae.D,B,D,
Syrphidae.B - Sarcophagidae.E,0.362897943,-0.809810286,2.020815904,0.95,mode,hdi,Syrphidae.B,Sarcophagidae.E,B,E,
Syrphidae.B - Syrphidae.A,0.438120572,-0.085567595,0.984977473,0.95,mode,hdi,Syrphidae.B,Syrphidae.A,B,A,
Syrphidae.C - Andrenidae.A,0.316031161,-0.072308384,0.755146314,0.95,mode,hdi,Syrphidae.C,Andrenidae.A,C,A,
Syrphidae.C - Andrenidae.B,-0.01363098,-0.601615196,0.471059357,0.95,mode,hdi,Syrphidae.C,Andrenidae.B,C,B,
Syrphidae.C - Andrenidae.C,0.289889106,0.071129914,0.482963422,0.95,mode,hdi,Syrphidae.C,Andrenidae.C,C,C,
Syrphidae.C - Andrenidae.D,0.238096606,-0.146995518,0.555170169,0.95,mode,hdi,Syrphidae.C,Andrenidae.D,C,D,
