intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,Clim_1,Clim_2,
Sarcophagidae.A - Halictidae.C,-0.767700749,-1.170516623,-0.312560063,0.95,mode,hdi,Sarcophagidae.A,Halictidae.C,A,C,
Sarcophagidae.A - Halictidae.D,-0.750467047,-1.202324221,-0.181001424,0.95,mode,hdi,Sarcophagidae.A,Halictidae.D,A,D,
Sarcophagidae.A - Halictidae.E,-0.550207636,-1.270823356,0.230526866,0.95,mode,hdi,Sarcophagidae.A,Halictidae.E,A,E,
Sarcophagidae.A - Megachilidae.A,-0.258584582,-0.646619763,0.07980289,0.95,mode,hdi,Sarcophagidae.A,Megachilidae.A,A,A,
Sarcophagidae.A - Megachilidae.B,-0.502968423,-1.219230808,0.064112769,0.95,mode,hdi,Sarcophagidae.A,Megachilidae.B,A,B,
Sarcophagidae.A - Megachilidae.C,-0.23421392,-0.66033191,0.245529156,0.95,mode,hdi,Sarcophagidae.A,Megachilidae.C,A,C,
Sarcophagidae.A - Megachilidae.D,-0.166970322,-0.747438926,0.34935582,0.95,mode,hdi,Sarcophagidae.A,Megachilidae.D,A,D,
Sarcophagidae.A - Megachilidae.E,-0.792824325,-1.311274952,-0.05179691,0.95,mode,hdi,Sarcophagidae.A,Megachilidae.E,A,E,
Sarcophagidae.A - Muscidae.A,-0.295174374,-0.609115762,0.056683582,0.95,mode,hdi,Sarcophagidae.A,Muscidae.A,A,A,
Sarcophagidae.A - Muscidae.B,-0.215463607,-0.965959694,0.393605361,0.95,mode,hdi,Sarcophagidae.A,Muscidae.B,A,B,
Sarcophagidae.A - Muscidae.C,-0.60229434,-1.02035781,-0.133750013,0.95,mode,hdi,Sarcophagidae.A,Muscidae.C,A,C,
Sarcophagidae.A - Muscidae.D,-0.733520783,-1.263331462,-0.23073096,0.95,mode,hdi,Sarcophagidae.A,Muscidae.D,A,D,
Sarcophagidae.A - Muscidae.E,-0.586355399,-1.138343898,-0.009380695,0.95,mode,hdi,Sarcophagidae.A,Muscidae.E,A,E,
Sarcophagidae.A - Nymphalidae.A,-0.065417472,-0.454661987,0.348233541,0.95,mode,hdi,Sarcophagidae.A,Nymphalidae.A,A,A,
Sarcophagidae.A - Nymphalidae.B,-1.446808092,-2.209359288,-0.757194406,0.95,mode,hdi,Sarcophagidae.A,Nymphalidae.B,A,B,
Sarcophagidae.A - Nymphalidae.C,-0.33185513,-0.755422351,0.133108091,0.95,mode,hdi,Sarcophagidae.A,Nymphalidae.C,A,C,
Sarcophagidae.A - Nymphalidae.D,-0.079718298,-0.561847106,0.521552661,0.95,mode,hdi,Sarcophagidae.A,Nymphalidae.D,A,D,
Sarcophagidae.A - Nymphalidae.E,-0.784549091,-1.266180612,-0.116623877,0.95,mode,hdi,Sarcophagidae.A,Nymphalidae.E,A,E,
Sarcophagidae.B - Andrenidae.A,0.026468188,-0.62721584,0.63071939,0.95,mode,hdi,Sarcophagidae.B,Andrenidae.A,B,A,
Sarcophagidae.B - Andrenidae.B,-0.329458838,-0.882508417,0.156892432,0.95,mode,hdi,Sarcophagidae.B,Andrenidae.B,B,B,
Sarcophagidae.B - Andrenidae.C,-0.022498031,-0.540408576,0.569809444,0.95,mode,hdi,Sarcophagidae.B,Andrenidae.C,B,C,
Sarcophagidae.B - Andrenidae.D,-0.074056873,-0.703369242,0.49544905,0.95,mode,hdi,Sarcophagidae.B,Andrenidae.D,B,D,
Sarcophagidae.B - Andrenidae.E,0.03094384,-0.67536217,0.664232152,0.95,mode,hdi,Sarcophagidae.B,Andrenidae.E,B,E,
Sarcophagidae.B - Anthomyiidae.A,0.158344934,-0.663231162,1.296838027,0.95,mode,hdi,Sarcophagidae.B,Anthomyiidae.A,B,A,
Sarcophagidae.B - Anthomyiidae.B,-0.242066112,-1.228882278,0.664045763,0.95,mode,hdi,Sarcophagidae.B,Anthomyiidae.B,B,B,
Sarcophagidae.B - Anthomyiidae.C,-0.128667214,-0.771900983,0.355509543,0.95,mode,hdi,Sarcophagidae.B,Anthomyiidae.C,B,C,
Sarcophagidae.B - Anthomyiidae.D,0.282502953,-0.397919494,0.97507989,0.95,mode,hdi,Sarcophagidae.B,Anthomyiidae.D,B,D,
Sarcophagidae.B - Anthomyiidae.E,0.242715307,-0.394261271,0.950320307,0.95,mode,hdi,Sarcophagidae.B,Anthomyiidae.E,B,E,
Sarcophagidae.B - Apidae.A,-0.899376219,-1.502326083,-0.347285329,0.95,mode,hdi,Sarcophagidae.B,Apidae.A,B,A,
Sarcophagidae.B - Apidae.B,-0.995019421,-1.394002779,-0.581251418,0.95,mode,hdi,Sarcophagidae.B,Apidae.B,B,B,
Sarcophagidae.B - Apidae.C,-0.64181724,-1.155440081,-0.079555513,0.95,mode,hdi,Sarcophagidae.B,Apidae.C,B,C,
Sarcophagidae.B - Apidae.D,-0.694501662,-1.247152821,-0.07179934,0.95,mode,hdi,Sarcophagidae.B,Apidae.D,B,D,
Sarcophagidae.B - Apidae.E,-0.360896762,-0.977054238,0.241376179,0.95,mode,hdi,Sarcophagidae.B,Apidae.E,B,E,
Sarcophagidae.B - Bombyliidae.A,-0.340566079,-0.980890356,0.276152124,0.95,mode,hdi,Sarcophagidae.B,Bombyliidae.A,B,A,
Sarcophagidae.B - Bombyliidae.B,-0.46335321,-0.938311045,-0.010639134,0.95,mode,hdi,Sarcophagidae.B,Bombyliidae.B,B,B,
Sarcophagidae.B - Bombyliidae.C,-0.064750802,-0.61041644,0.50349584,0.95,mode,hdi,Sarcophagidae.B,Bombyliidae.C,B,C,
Sarcophagidae.B - Bombyliidae.D,0.091075293,-0.617451234,0.780334654,0.95,mode,hdi,Sarcophagidae.B,Bombyliidae.D,B,D,
Sarcophagidae.B - Bombyliidae.E,0.003887855,-0.634785039,0.680890722,0.95,mode,hdi,Sarcophagidae.B,Bombyliidae.E,B,E,
Sarcophagidae.B - Calliphoridae.A,-0.039977277,-0.694217549,0.484185265,0.95,mode,hdi,Sarcophagidae.B,Calliphoridae.A,B,A,
Sarcophagidae.B - Calliphoridae.B,-0.360308681,-0.844714863,0.104733091,0.95,mode,hdi,Sarcophagidae.B,Calliphoridae.B,B,B,
Sarcophagidae.B - Calliphoridae.C,0.009815161,-0.579726915,0.532417835,0.95,mode,hdi,Sarcophagidae.B,Calliphoridae.C,B,C,
Sarcophagidae.B - Calliphoridae.D,0.154178794,-0.499157997,0.811892963,0.95,mode,hdi,Sarcophagidae.B,Calliphoridae.D,B,D,
Sarcophagidae.B - Calliphoridae.E,0.18159101,-0.516624346,0.905678836,0.95,mode,hdi,Sarcophagidae.B,Calliphoridae.E,B,E,
Sarcophagidae.B - Colletidae.A,0.236898958,-0.678138058,0.830099346,0.95,mode,hdi,Sarcophagidae.B,Colletidae.A,B,A,
Sarcophagidae.B - Colletidae.B,-0.173650809,-0.724764197,0.400429746,0.95,mode,hdi,Sarcophagidae.B,Colletidae.B,B,B,
Sarcophagidae.B - Colletidae.C,-0.027540892,-0.607732372,0.480434738,0.95,mode,hdi,Sarcophagidae.B,Colletidae.C,B,C,
Sarcophagidae.B - Colletidae.D,-0.081017585,-0.725071749,0.586517588,0.95,mode,hdi,Sarcophagidae.B,Colletidae.D,B,D,
Sarcophagidae.B - Colletidae.E,0.414785271,-0.299219658,1.202588878,0.95,mode,hdi,Sarcophagidae.B,Colletidae.E,B,E,
Sarcophagidae.B - Crabronidae.A,0.399736778,-0.31442272,1.117261226,0.95,mode,hdi,Sarcophagidae.B,Crabronidae.A,B,A,
Sarcophagidae.B - Crabronidae.B,0.204514692,-0.668723668,0.827364636,0.95,mode,hdi,Sarcophagidae.B,Crabronidae.B,B,B,
Sarcophagidae.B - Crabronidae.C,0.415280726,-0.212765124,0.928598732,0.95,mode,hdi,Sarcophagidae.B,Crabronidae.C,B,C,
Sarcophagidae.B - Crabronidae.D,0.534153484,-0.297269141,1.488040959,0.95,mode,hdi,Sarcophagidae.B,Crabronidae.D,B,D,
Sarcophagidae.B - Crabronidae.E,0.221318212,-0.730514262,1.161042646,0.95,mode,hdi,Sarcophagidae.B,Crabronidae.E,B,E,
Sarcophagidae.B - Halictidae.A,-0.894304831,-1.462270207,-0.28392629,0.95,mode,hdi,Sarcophagidae.B,Halictidae.A,B,A,
Sarcophagidae.B - Halictidae.B,-1.029326718,-1.487736023,-0.615538792,0.95,mode,hdi,Sarcophagidae.B,Halictidae.B,B,B,
Sarcophagidae.B - Halictidae.C,-0.429216773,-0.935027622,0.144000569,0.95,mode,hdi,Sarcophagidae.B,Halictidae.C,B,C,
Sarcophagidae.B - Halictidae.D,-0.326220501,-0.983338687,0.24449828,0.95,mode,hdi,Sarcophagidae.B,Halictidae.D,B,D,
Sarcophagidae.B - Halictidae.E,-0.248824959,-0.948458032,0.611126392,0.95,mode,hdi,Sarcophagidae.B,Halictidae.E,B,E,
Sarcophagidae.B - Megachilidae.A,0.042872198,-0.596285821,0.650417645,0.95,mode,hdi,Sarcophagidae.B,Megachilidae.A,B,A,
Sarcophagidae.B - Megachilidae.B,-0.218503398,-0.764482015,0.253925385,0.95,mode,hdi,Sarcophagidae.B,Megachilidae.B,B,B,
Sarcophagidae.B - Megachilidae.C,0.09798547,-0.403249452,0.692053052,0.95,mode,hdi,Sarcophagidae.B,Megachilidae.C,B,C,
Sarcophagidae.B - Megachilidae.D,0.074302921,-0.555129665,0.749583341,0.95,mode,hdi,Sarcophagidae.B,Megachilidae.D,B,D,
Sarcophagidae.B - Megachilidae.E,-0.366027547,-1.037959334,0.312313629,0.95,mode,hdi,Sarcophagidae.B,Megachilidae.E,B,E,
Sarcophagidae.B - Muscidae.A,0.111471346,-0.517225361,0.718493948,0.95,mode,hdi,Sarcophagidae.B,Muscidae.A,B,A,
Sarcophagidae.B - Muscidae.B,0.113965943,-0.518517248,0.572239933,0.95,mode,hdi,Sarcophagidae.B,Muscidae.B,B,B,
Sarcophagidae.B - Muscidae.C,-0.242370044,-0.791179935,0.328725818,0.95,mode,hdi,Sarcophagidae.B,Muscidae.C,B,C,
Sarcophagidae.B - Muscidae.D,-0.403934238,-1.017217227,0.205510117,0.95,mode,hdi,Sarcophagidae.B,Muscidae.D,B,D,
Sarcophagidae.B - Muscidae.E,-0.236650206,-0.839104852,0.391644499,0.95,mode,hdi,Sarcophagidae.B,Muscidae.E,B,E,
Sarcophagidae.B - Nymphalidae.A,0.287721366,-0.340241975,0.930143587,0.95,mode,hdi,Sarcophagidae.B,Nymphalidae.A,B,A,
Sarcophagidae.B - Nymphalidae.B,-1.083410062,-1.747040984,-0.571124142,0.95,mode,hdi,Sarcophagidae.B,Nymphalidae.B,B,B,
Sarcophagidae.B - Nymphalidae.C,-0.002469431,-0.500139235,0.595529961,0.95,mode,hdi,Sarcophagidae.B,Nymphalidae.C,B,C,
Sarcophagidae.B - Nymphalidae.D,0.302604479,-0.301977489,0.941480891,0.95,mode,hdi,Sarcophagidae.B,Nymphalidae.D,B,D,
Sarcophagidae.B - Nymphalidae.E,-0.42339849,-1.029813826,0.240093942,0.95,mode,hdi,Sarcophagidae.B,Nymphalidae.E,B,E,
Sarcophagidae.B - Sarcophagidae.A,0.291590508,-0.283608964,0.979094956,0.95,mode,hdi,Sarcophagidae.B,Sarcophagidae.A,B,A,
Sarcophagidae.C - Andrenidae.A,-0.243014031,-0.673365387,0.290574667,0.95,mode,hdi,Sarcophagidae.C,Andrenidae.A,C,A,
Sarcophagidae.C - Andrenidae.B,-0.609286167,-1.18402341,-0.004115953,0.95,mode,hdi,Sarcophagidae.C,Andrenidae.B,C,B,
Sarcophagidae.C - Andrenidae.C,-0.281715154,-0.562520416,0.06458349,0.95,mode,hdi,Sarcophagidae.C,Andrenidae.C,C,C,
Sarcophagidae.C - Andrenidae.D,-0.309548975,-0.736807582,0.122292142,0.95,mode,hdi,Sarcophagidae.C,Andrenidae.D,C,D,
Sarcophagidae.C - Andrenidae.E,-0.167965756,-0.81073719,0.346062156,0.95,mode,hdi,Sarcophagidae.C,Andrenidae.E,C,E,
Sarcophagidae.C - Anthomyiidae.A,0.053736355,-0.849800331,0.930301552,0.95,mode,hdi,Sarcophagidae.C,Anthomyiidae.A,C,A,
Sarcophagidae.C - Anthomyiidae.B,-0.349084715,-1.409219161,0.5118628,0.95,mode,hdi,Sarcophagidae.C,Anthomyiidae.B,C,B,
Sarcophagidae.C - Anthomyiidae.C,-0.415346505,-0.724834137,-0.060359069,0.95,mode,hdi,Sarcophagidae.C,Anthomyiidae.C,C,C,
Sarcophagidae.C - Anthomyiidae.D,0.056701576,-0.462131969,0.60188837,0.95,mode,hdi,Sarcophagidae.C,Anthomyiidae.D,C,D,
Sarcophagidae.C - Anthomyiidae.E,0.120958207,-0.49822012,0.673274604,0.95,mode,hdi,Sarcophagidae.C,Anthomyiidae.E,C,E,
Sarcophagidae.C - Apidae.A,-1.084159179,-1.527346133,-0.689120502,0.95,mode,hdi,Sarcophagidae.C,Apidae.A,C,A,
Sarcophagidae.C - Apidae.B,-1.180516871,-1.698993231,-0.657807416,0.95,mode,hdi,Sarcophagidae.C,Apidae.B,C,B,
Sarcophagidae.C - Apidae.C,-0.879224423,-1.143307411,-0.562051741,0.95,mode,hdi,Sarcophagidae.C,Apidae.C,C,C,
Sarcophagidae.C - Apidae.D,-0.93033001,-1.306032321,-0.498310831,0.95,mode,hdi,Sarcophagidae.C,Apidae.D,C,D,
Sarcophagidae.C - Apidae.E,-0.640258333,-1.141146599,-0.112617421,0.95,mode,hdi,Sarcophagidae.C,Apidae.E,C,E,
Sarcophagidae.C - Bombyliidae.A,-0.563339482,-1.055468775,-0.089907097,0.95,mode,hdi,Sarcophagidae.C,Bombyliidae.A,C,A,
Sarcophagidae.C - Bombyliidae.B,-0.705958757,-1.228278523,-0.145729758,0.95,mode,hdi,Sarcophagidae.C,Bombyliidae.B,C,B,
Sarcophagidae.C - Bombyliidae.C,-0.262967819,-0.613162671,0.063405293,0.95,mode,hdi,Sarcophagidae.C,Bombyliidae.C,C,C,
Sarcophagidae.C - Bombyliidae.D,-0.090366367,-0.674852963,0.43606054,0.95,mode,hdi,Sarcophagidae.C,Bombyliidae.D,C,D,
Sarcophagidae.C - Bombyliidae.E,-0.155716022,-0.739697007,0.420273759,0.95,mode,hdi,Sarcophagidae.C,Bombyliidae.E,C,E,
Sarcophagidae.C - Calliphoridae.A,-0.338642565,-0.813061801,0.078630768,0.95,mode,hdi,Sarcophagidae.C,Calliphoridae.A,C,A,
Sarcophagidae.C - Calliphoridae.B,-0.531118891,-1.207428362,-0.034330689,0.95,mode,hdi,Sarcophagidae.C,Calliphoridae.B,C,B,
Sarcophagidae.C - Calliphoridae.C,-0.277379648,-0.600537686,0.047661727,0.95,mode,hdi,Sarcophagidae.C,Calliphoridae.C,C,C,
Sarcophagidae.C - Calliphoridae.D,-0.113677116,-0.573539835,0.419386779,0.95,mode,hdi,Sarcophagidae.C,Calliphoridae.D,C,D,
Sarcophagidae.C - Calliphoridae.E,-0.049727259,-0.622461183,0.636639503,0.95,mode,hdi,Sarcophagidae.C,Calliphoridae.E,C,E,
Sarcophagidae.C - Colletidae.A,-0.116764784,-0.765623511,0.505697124,0.95,mode,hdi,Sarcophagidae.C,Colletidae.A,C,A,
Sarcophagidae.C - Colletidae.B,-0.383595921,-1.047451965,0.250512325,0.95,mode,hdi,Sarcophagidae.C,Colletidae.B,C,B,
Sarcophagidae.C - Colletidae.C,-0.317631094,-0.624173325,0.005455506,0.95,mode,hdi,Sarcophagidae.C,Colletidae.C,C,C,
Sarcophagidae.C - Colletidae.D,-0.315539896,-0.770412303,0.24273413,0.95,mode,hdi,Sarcophagidae.C,Colletidae.D,C,D,
Sarcophagidae.C - Colletidae.E,0.204762511,-0.501630493,0.865876431,0.95,mode,hdi,Sarcophagidae.C,Colletidae.E,C,E,
Sarcophagidae.C - Crabronidae.A,0.11144992,-0.417963666,0.77139653,0.95,mode,hdi,Sarcophagidae.C,Crabronidae.A,C,A,
Sarcophagidae.C - Crabronidae.B,-0.153505698,-0.912073946,0.721318962,0.95,mode,hdi,Sarcophagidae.C,Crabronidae.B,C,B,
Sarcophagidae.C - Crabronidae.C,0.109927301,-0.247924643,0.472487384,0.95,mode,hdi,Sarcophagidae.C,Crabronidae.C,C,C,
Sarcophagidae.C - Crabronidae.D,0.276763379,-0.437557676,1.146002006,0.95,mode,hdi,Sarcophagidae.C,Crabronidae.D,C,D,
Sarcophagidae.C - Crabronidae.E,-0.012635722,-0.90292481,0.839347753,0.95,mode,hdi,Sarcophagidae.C,Crabronidae.E,C,E,
Sarcophagidae.C - Halictidae.A,-1.108296463,-1.550647298,-0.672535198,0.95,mode,hdi,Sarcophagidae.C,Halictidae.A,C,A,
Sarcophagidae.C - Halictidae.B,-1.303194198,-1.850287583,-0.785741778,0.95,mode,hdi,Sarcophagidae.C,Halictidae.B,C,B,
Sarcophagidae.C - Halictidae.C,-0.660227817,-0.926126695,-0.324637125,0.95,mode,hdi,Sarcophagidae.C,Halictidae.C,C,C,
Sarcophagidae.C - Halictidae.D,-0.59768832,-1.009584458,-0.138287439,0.95,mode,hdi,Sarcophagidae.C,Halictidae.D,C,D,
Sarcophagidae.C - Halictidae.E,-0.432001186,-1.130635649,0.287131062,0.95,mode,hdi,Sarcophagidae.C,Halictidae.E,C,E,
Sarcophagidae.C - Megachilidae.A,-0.213560823,-0.62634865,0.308925017,0.95,mode,hdi,Sarcophagidae.C,Megachilidae.A,C,A,
Sarcophagidae.C - Megachilidae.B,-0.441105378,-1.03858531,0.146923508,0.95,mode,hdi,Sarcophagidae.C,Megachilidae.B,C,B,
Sarcophagidae.C - Megachilidae.C,-0.11558135,-0.419507725,0.255759213,0.95,mode,hdi,Sarcophagidae.C,Megachilidae.C,C,C,
Sarcophagidae.C - Megachilidae.D,-0.038934841,-0.570058248,0.360834359,0.95,mode,hdi,Sarcophagidae.C,Megachilidae.D,C,D,
Sarcophagidae.C - Megachilidae.E,-0.665693983,-1.15975958,0.003837805,0.95,mode,hdi,Sarcophagidae.C,Megachilidae.E,C,E,
Sarcophagidae.C - Muscidae.A,-0.15138612,-0.600044143,0.287616323,0.95,mode,hdi,Sarcophagidae.C,Muscidae.A,C,A,
Sarcophagidae.C - Muscidae.B,-0.233739189,-0.8482904,0.443077085,0.95,mode,hdi,Sarcophagidae.C,Muscidae.B,C,B,
Sarcophagidae.C - Muscidae.C,-0.449980108,-0.797294377,-0.162729097,0.95,mode,hdi,Sarcophagidae.C,Muscidae.C,C,C,
Sarcophagidae.C - Muscidae.D,-0.663256157,-1.065724294,-0.19544613,0.95,mode,hdi,Sarcophagidae.C,Muscidae.D,C,D,
Sarcophagidae.C - Muscidae.E,-0.422074405,-0.978100923,0.0492102,0.95,mode,hdi,Sarcophagidae.C,Muscidae.E,C,E,
Sarcophagidae.C - Nymphalidae.A,0.035190737,-0.399832801,0.604521829,0.95,mode,hdi,Sarcophagidae.C,Nymphalidae.A,C,A,
Sarcophagidae.C - Nymphalidae.B,-1.386348068,-2.010556201,-0.668761318,0.95,mode,hdi,Sarcophagidae.C,Nymphalidae.B,C,B,
Sarcophagidae.C - Nymphalidae.C,-0.226368332,-0.521723933,0.104614803,0.95,mode,hdi,Sarcophagidae.C,Nymphalidae.C,C,C,
Sarcophagidae.C - Nymphalidae.D,0.077280609,-0.369993249,0.560033029,0.95,mode,hdi,Sarcophagidae.C,Nymphalidae.D,C,D,
Sarcophagidae.C - Nymphalidae.E,-0.616663328,-1.148047606,-0.096643113,0.95,mode,hdi,Sarcophagidae.C,Nymphalidae.E,C,E,
Sarcophagidae.C - Sarcophagidae.A,0.089656269,-0.356711144,0.606127858,0.95,mode,hdi,Sarcophagidae.C,Sarcophagidae.A,C,A,
Sarcophagidae.C - Sarcophagidae.B,-0.258397123,-0.813040143,0.340943176,0.95,mode,hdi,Sarcophagidae.C,Sarcophagidae.B,C,B,
Sarcophagidae.D - Andrenidae.A,-0.294442177,-1.00058415,0.484450357,0.95,mode,hdi,Sarcophagidae.D,Andrenidae.A,D,A,
Sarcophagidae.D - Andrenidae.B,-0.617152624,-1.465341016,0.125116444,0.95,mode,hdi,Sarcophagidae.D,Andrenidae.B,D,B,
Sarcophagidae.D - Andrenidae.C,-0.25208078,-0.928966549,0.334192079,0.95,mode,hdi,Sarcophagidae.D,Andrenidae.C,D,C,
Sarcophagidae.D - Andrenidae.D,-0.323298754,-1.035561946,0.236327767,0.95,mode,hdi,Sarcophagidae.D,Andrenidae.D,D,D,
Sarcophagidae.D - Andrenidae.E,-0.217405506,-1.081317794,0.536430769,0.95,mode,hdi,Sarcophagidae.D,Andrenidae.E,D,E,
Sarcophagidae.D - Anthomyiidae.A,0.06838771,-1.018344855,1.071192265,0.95,mode,hdi,Sarcophagidae.D,Anthomyiidae.A,D,A,
Sarcophagidae.D - Anthomyiidae.B,-0.574057504,-1.645622049,0.543279279,0.95,mode,hdi,Sarcophagidae.D,Anthomyiidae.B,D,B,
Sarcophagidae.D - Anthomyiidae.C,-0.461125679,-1.068115066,0.237588214,0.95,mode,hdi,Sarcophagidae.D,Anthomyiidae.C,D,C,
Sarcophagidae.D - Anthomyiidae.D,0.01414521,-0.723554375,0.709574841,0.95,mode,hdi,Sarcophagidae.D,Anthomyiidae.D,D,D,
Sarcophagidae.D - Anthomyiidae.E,-0.016860604,-0.824546081,0.773284276,0.95,mode,hdi,Sarcophagidae.D,Anthomyiidae.E,D,E,
Sarcophagidae.D - Apidae.A,-1.120895625,-1.862210819,-0.486100559,0.95,mode,hdi,Sarcophagidae.D,Apidae.A,D,A,
Sarcophagidae.D - Apidae.B,-1.249432733,-2.033918964,-0.508653669,0.95,mode,hdi,Sarcophagidae.D,Apidae.B,D,B,
Sarcophagidae.D - Apidae.C,-0.853337862,-1.577366207,-0.294822984,0.95,mode,hdi,Sarcophagidae.D,Apidae.C,D,C,
Sarcophagidae.D - Apidae.D,-0.979596707,-1.619495586,-0.348661594,0.95,mode,hdi,Sarcophagidae.D,Apidae.D,D,D,
Sarcophagidae.D - Apidae.E,-0.648159868,-1.418996071,0.084203653,0.95,mode,hdi,Sarcophagidae.D,Apidae.E,D,E,
Sarcophagidae.D - Bombyliidae.A,-0.712471771,-1.411461272,0.068250915,0.95,mode,hdi,Sarcophagidae.D,Bombyliidae.A,D,A,
Sarcophagidae.D - Bombyliidae.B,-0.631843122,-1.468025372,0.045364801,0.95,mode,hdi,Sarcophagidae.D,Bombyliidae.B,D,B,
Sarcophagidae.D - Bombyliidae.C,-0.290322465,-0.982917203,0.337190297,0.95,mode,hdi,Sarcophagidae.D,Bombyliidae.C,D,C,
Sarcophagidae.D - Bombyliidae.D,-0.128292078,-0.924946912,0.537516845,0.95,mode,hdi,Sarcophagidae.D,Bombyliidae.D,D,D,
Sarcophagidae.D - Bombyliidae.E,-0.242341664,-1.089425697,0.528071377,0.95,mode,hdi,Sarcophagidae.D,Bombyliidae.E,D,E,
Sarcophagidae.D - Calliphoridae.A,-0.339535955,-1.067145204,0.320390222,0.95,mode,hdi,Sarcophagidae.D,Calliphoridae.A,D,A,
Sarcophagidae.D - Calliphoridae.B,-0.726469801,-1.459151647,0.130007911,0.95,mode,hdi,Sarcophagidae.D,Calliphoridae.B,D,B,
Sarcophagidae.D - Calliphoridae.C,-0.359782715,-0.988547492,0.317830122,0.95,mode,hdi,Sarcophagidae.D,Calliphoridae.C,D,C,
Sarcophagidae.D - Calliphoridae.D,-0.157100743,-0.813217736,0.564894328,0.95,mode,hdi,Sarcophagidae.D,Calliphoridae.D,D,D,
Sarcophagidae.D - Calliphoridae.E,-0.02736006,-0.805554413,0.801048583,0.95,mode,hdi,Sarcophagidae.D,Calliphoridae.E,D,E,
Sarcophagidae.D - Colletidae.A,-0.165887614,-1.02561507,0.66073077,0.95,mode,hdi,Sarcophagidae.D,Colletidae.A,D,A,
Sarcophagidae.D - Colletidae.B,-0.556314232,-1.2906533,0.424770733,0.95,mode,hdi,Sarcophagidae.D,Colletidae.B,D,B,
Sarcophagidae.D - Colletidae.C,-0.316363512,-0.956824557,0.338862971,0.95,mode,hdi,Sarcophagidae.D,Colletidae.C,D,C,
Sarcophagidae.D - Colletidae.D,-0.373565911,-1.015240013,0.372032088,0.95,mode,hdi,Sarcophagidae.D,Colletidae.D,D,D,
Sarcophagidae.D - Colletidae.E,0.108229728,-0.734454981,1.023150195,0.95,mode,hdi,Sarcophagidae.D,Colletidae.E,D,E,
Sarcophagidae.D - Crabronidae.A,0.146965706,-0.721634375,0.884348832,0.95,mode,hdi,Sarcophagidae.D,Crabronidae.A,D,A,
Sarcophagidae.D - Crabronidae.B,-0.126520974,-1.154423606,0.777673469,0.95,mode,hdi,Sarcophagidae.D,Crabronidae.B,D,B,
Sarcophagidae.D - Crabronidae.C,0.122903012,-0.646973381,0.687712291,0.95,mode,hdi,Sarcophagidae.D,Crabronidae.C,D,C,
Sarcophagidae.D - Crabronidae.D,0.456579026,-0.616690452,1.162652638,0.95,mode,hdi,Sarcophagidae.D,Crabronidae.D,D,D,
Sarcophagidae.D - Crabronidae.E,-0.122117395,-1.075559078,1.004363735,0.95,mode,hdi,Sarcophagidae.D,Crabronidae.E,D,E,
Sarcophagidae.D - Halictidae.A,-1.15730133,-1.864927805,-0.477300589,0.95,mode,hdi,Sarcophagidae.D,Halictidae.A,D,A,
Sarcophagidae.D - Halictidae.B,-1.340592003,-2.156055059,-0.608318602,0.95,mode,hdi,Sarcophagidae.D,Halictidae.B,D,B,
Sarcophagidae.D - Halictidae.C,-0.706063582,-1.317412871,-0.046166215,0.95,mode,hdi,Sarcophagidae.D,Halictidae.C,D,C,
Sarcophagidae.D - Halictidae.D,-0.646976741,-1.255424008,0.023935015,0.95,mode,hdi,Sarcophagidae.D,Halictidae.D,D,D,
Sarcophagidae.D - Halictidae.E,-0.410262784,-1.344143027,0.449264712,0.95,mode,hdi,Sarcophagidae.D,Halictidae.E,D,E,
Sarcophagidae.D - Megachilidae.A,-0.213617013,-0.958969401,0.477577111,0.95,mode,hdi,Sarcophagidae.D,Megachilidae.A,D,A,
Sarcophagidae.D - Megachilidae.B,-0.514654228,-1.298800844,0.337089441,0.95,mode,hdi,Sarcophagidae.D,Megachilidae.B,D,B,
Sarcophagidae.D - Megachilidae.C,-0.107655444,-0.831908927,0.482050171,0.95,mode,hdi,Sarcophagidae.D,Megachilidae.C,D,C,
Sarcophagidae.D - Megachilidae.D,-0.11846757,-0.860891654,0.520763498,0.95,mode,hdi,Sarcophagidae.D,Megachilidae.D,D,D,
Sarcophagidae.D - Megachilidae.E,-0.619699817,-1.48729143,0.099274595,0.95,mode,hdi,Sarcophagidae.D,Megachilidae.E,D,E,
Sarcophagidae.D - Muscidae.A,-0.152791157,-0.945817808,0.475051367,0.95,mode,hdi,Sarcophagidae.D,Muscidae.A,D,A,
Sarcophagidae.D - Muscidae.B,-0.182992564,-1.099514273,0.550672938,0.95,mode,hdi,Sarcophagidae.D,Muscidae.B,D,B,
Sarcophagidae.D - Muscidae.C,-0.417030552,-1.168192701,0.118658,0.95,mode,hdi,Sarcophagidae.D,Muscidae.C,D,C,
Sarcophagidae.D - Muscidae.D,-0.707524873,-1.379751122,-0.062286224,0.95,mode,hdi,Sarcophagidae.D,Muscidae.D,D,D,
Sarcophagidae.D - Muscidae.E,-0.547192462,-1.312307868,0.208888412,0.95,mode,hdi,Sarcophagidae.D,Muscidae.E,D,E,
Sarcophagidae.D - Nymphalidae.A,-0.100222769,-0.768610471,0.713810522,0.95,mode,hdi,Sarcophagidae.D,Nymphalidae.A,D,A,
Sarcophagidae.D - Nymphalidae.B,-1.443289238,-2.30512829,-0.564915738,0.95,mode,hdi,Sarcophagidae.D,Nymphalidae.B,D,B,
