"","x"
"1889","Hieracium bifidum"
"1890","Gentiana verna"
"1891","Hieracium glaucum"
"1892","Polygala chamaebuxus"
"1893","Tofieldia calyculata"
"1894","Anthriscus nitidus"
"1895","Valeriana montana"
"1896","Vernonia sp1 M PL 041"
"1897","Chamaecrista glandulosa"
"1898","Guettarda scabra"
"1899","Cordia martinicensis"
"1900","Croton flavens"
"1901","Wedelia calycina"
"1902","Cordia sp1 M PL 041"
"1903","Wedelia trilobata"
"1904","Ipomoea tiliacea"
"1905","Cornutia pyramidata"
"1906","Mimosa casta"
"1907","Unidentified sp21 M PL 041"
"1908","Miconia striata"
"1909","Coccoloba sp1 M PL 041"
"1910","Odontonema nitidum"
"1911","Calliandra tergemina"
"1912","Lantana involucrata"
"1913","Oxalis frutescens"
"1914","Ludwigia octovalvis"
"1915","Palicourea crocea"
"1916","Gonzalagunia hirsuta"
"1917","Byrsonima spicata"
"1918","Daphnopsis americana"
"1919","Centrosema virginianum"
"1920","Desmodium adscendens"
"1921","Oxalis barrelieri"
"1922","Tetrazygia angustifolia"
"1923","Stigmaphyllon diversifolium"
"1924","Philoxerus vermicularis"
"1925","Morinda royoc"
"1926","Bursera simaruba"
"1927","Argythamnia candicans"
"1928","Conocarpus erectus"
"1929","Vernonia cinerea"
"1930","Ehretia tinifolia"
"1931","Cissus sicycoides"
"1932","Evolvulus nummularius"
"1933","Spilanthes urens"
"1934","Turnera ulmifolia"
"1935","Ipomoea acuminata"
"1936","Cassia sp1 M PL 035"
"1937","Piscidia piscipula"
"1938","Borreria laevis"
"1939","Melochia nodiflora"
"1940","Merremia umbellata"
"1941","Mikania micrantha"
"1942","Cordia gerascanthus"
"1943","Indigofera tinctoria"
"1944","Crotalaria verrucosa"
"1945","Blechum pyramidatum"
"1946","Stachytarpheta jamaicensis"
"1947","Eupatorium odoratum"
"1948","Thunbergia fragrans"
"1949","Solanum havanense"
"1950","Bunchosia media"
"1951","Cordia globosa"
"1952","Cordia sebestena"
"1953","Cassia occidentalis"
"1954","Alternanthera ficoidea"
"1955","Sarcostemma clausum"
"1956","Physalis angulata"
"1957","Urechites lutea"
"1958","Euphorbia heterophylla"
"1959","Cordia brownei"
"1960","Solanum erianthum"
"1961","Ascleptas curassavica"
"1962","Bourreria succulenta"
"1963","Solanum torvum"
"1964","Bauhinia divaricata"
"1965","Jacquinia arborea"
"1966","Capparis ferruginea"
"1967","Broughtonia sanguinea"
"1968","Avicennia germinans"
"1969","Capraria biflora"
"1970","Euphorbia hyssopifolia"
"1971","Byrsonia coriacea"
"1972","Guazuma ulmifolia"
"1973","Sesuvium portulacastrum"
"1974","Malpighia glabra"
"1975","Mimosa pudica"
"1976","Rhabdadenia biflora"
"1977","Lippia nodiflora"
"1978","Paullinia pinnata"
"1979","Cabomba furcata"
"1980","Melochia parvifolia"
"1981","Echinodorus grandiflorus"
"1982","Acalypha communis"
"1983","Hyptis lappacea"
"1984","Tabebuia aurea"
"1985","Ipomoea carnea"
"1986","Ludwigia lagunae"
"1987","Eichhornia azurea"
"1988","Melochia simplex"
"1989","Myrtaceae"
"1990","Funastrum clausum"
"1991","Annona nutans"
"1992","Cissus spinosa"
"1993","Eichhornia crassipes"
"1994","Richardia grandiflora"
"1995","Spermacoce eryngioides"
"1996","Byrsonima cydoniifolia"
"1997","Sapium longifolium"
"1998","Stigmaphyllon calcaratum"
"1999","Hydrolea sp"
"2000","Crotalaria micans"
"2001","Erythroxylum sp"
"2002","Heliotropium filiforme"
"2003","Sphagneticola sp"
"2004","Psychotria carthagenensis"
"2005","Phyllanthus amarus"
"2006","Inga vera"
"2007","Sida sp2"
"2008","Solanum glaucophyllum"
"2009","Aniseia cernua"
"2010","Coccoloba sp"
"2011","Cuphea sp3"
"2012","Polygonum ferrugineum"
"2013","Cuphea sp1"
"2014","Evolvulus sp"
"2015","Polygala timoutoides"
"2016","Arecaceae"
"2017","Croton sp3"
"2018","Corchorus hirtus"
"2019","Aeschynomene histrix"
"2020","Teramnus volubilis"
"2021","Commelina sp"
"2022","Ludwigia elegans"
"2023","Justicia laevilinguis"
"2024","Habranthus pantanalensis"
"2025","Passiflora misera"
"2026","Vigna lasiocarpa"
"2027","Microstachys hispida"
"2028","Polygala molluginifolia"
"2029","Rauvolfia ligustrina"
"2030","Centrosema vexillatum"
"2031","Senna aculeata"
"2032","Eryngium ebracteatum"
"2033","Polygonum acuminatum"
"2034","Baillonia amabilis"
"2035","Helicteres guazumifolia"
"2036","Indeterminada"
"2037","Genipa americana"
"2038","Senna pendula"
"2039","Hibiscus sp"
"2040","Ludwigia peploides"
"2041","Rhabdadenia madida"
"2042","Echinodorus lanceolatus"
"2043","Angelonia hirta"
"2044","Smilax fluminensis"
"2045","Celtis sp"
"2046","Solanaceae"
"2047","Discolobium pulchellum"
"2048","Combretum lanceolatum"
"2049","Hyptis sp"
"2050","Polygala sp"
"2051","Heliconia marginata"
"2052","Laetia americana"
"2053","Wedelia sp"
"2054","Erythroxylum anguifugum"
"2055","Mimosa chaetosphaera"
"2056","Thevetia bicornuta"
"2057","Sida sp1"
"2058","Corchorus orinocensis"
"2059","Eriosema platycarpon"
"2060","Schizosephala matogrossensis"
"2061","Caperonia palustris"
"2062","Niedenzuella sp"
"2063","Centratherum punctatum"
"2064","Stylosanthes acuminata"
"2065","Hyptis brevipes"
"2066","Psittacanthus Cordatus"
"2067","Cipura sp"
"2068","Spermacoce glabra"
"2069","Mesechites trifidus"
"2070","Gastonia crassa"
"2071","Dillenia ferruginea"
"2072","Psychotria pervillei"
"2073","Craterispermum microdon"
"2074","Roscheria melanochaetes"
"2075","Erythroxylum sechellarum"
"2076","Glionnetia sericea"
"2077","Memecylon eleagni"
"2078","Paragenipa wrightii"
"2079","Nephrosperma vanhoutteanum"
"2080","Cassia picta"
"2081","Scalesia pedunculata"
"2082","Cassia sp1 M PL 026"
"2083","Jaegeria gracilis"
"2084","Crotalaria incana"
"2085","Malvastrum coromandelianum"
"2086","Bacopa monniera"
"2087","Gossypium sp1 M PL 026"
"2088","Galactea striata"
"2089","Darwiniothamnus tenuifolius"
"2090","Polygonum opelousanum"
"2091","Acacia macracantha"
"2092","Diodia radula"
"2093","Persea maericana"
"2094","Euphorbia cyathophora"
"2095","Encelia hispida"
"2096","Opuntia helleri"
"2097","Clerodendrum molle var"
"2098","Coffea arabica"
"2099","Opuntia echios"
"2100","Abelmoschus manihot"
"2101","Galvezia leucantha pubescen"
"2102","Hibiscus teliaceus"
"2103","Catharanthus roseus"
"2104","Sida paniculata"
"2105","Lycopersicon cheesmanii"
"2106","Stachtarpheta cayanensis"
"2107","Passiflora foetida"
"2108","Ageratum conyzoides"
"2109","Justicia galapagana"
"2110","Capsicum frutescens"
"2111","Scalesia beurii"
"2112","Psidium guajava"
"2113","Opuntia megasperma"
"2114","Cordia sp1 M PL 026"
"2115","Piscidia carthagenesis"
"2116","Solanum americanum"
"2117","Galvezia leucantha"
"2118","Caesalpinia pulcherrima"
"2119","Gossypium barbadense"
"2120","Miconia robinsoniana"
"2121","Sonchus oleraceus"
"2122","Opuntia sp1 M PL 026"
"2123","Sida acuta"
"2124","Scalesia sp1 M PL 026"
"2125","Cuphea racemosa"
"2126","Mormordica charantia"
"2127","Nolana galapagensis"
"2128","Carica papaya"
"2129","Setaria geniculta"
"2130","Acacia insulae-iacobi"
"2131","Mirabilis jalapa"
"2132","Cacabus miersii"
"2133","Scaveola plumieri"
"2134","Chicocca alba"
"2135","Canna sp1 M PL 026"
"2136","Inga edulis"
"2137","Vigna luteola"
"2138","Psychotria rufipes"
"2139","Clerodendrum molle glabr"
"2140","Bougainvillea sp1 M PL 026"
"2141","Phyla sp1 M PL 026"
"2142","Ipomoea pes-caprae"
"2143","Lantana peducularis"
"2144","Geoffroea spinosa"
"2145","Tetramerium nervosum"
"2146","Opuntia sp2 M PL 026"
"2147","Scalesia helleri"
"2148","Physalis pubescens"
"2149","Lycopersicon cheesmanii minor"
"2150","Opuntia echios gigantea"
"2151","Ipomoea sp1 M PL 026"
"2152","Campnosperma seychellarum"
"2153","Chrysobalanus icaco"
"2154","Excoecaria benthiamiana"
"2155","Euphorbia regis-jubae"
"2156","Plocama pendula"
"2157","Launaea arborescens"
"2158","Fagonia albiflora"
"2159","Euphorbia balsamifera"
"2160","Lycium intricatum"
"2161","Rubia fruticosa"
"2162","Lotus spartioides"
"2163","Lavendula minutolii"
"2164","Dipsacus chinensis"
"2165","Polygonum macrophyllum"
"2166","Picris  hieracioides"
"2167","Potentilla fallens"
"2168","Allium wallichii"
"2169","Aster oreophilus"
"2170","Anaphalis nepalensis"
"2171","Thalictrum delavayi"
"2172","Primula poisonii"
"2173","Cirsium eriophoroides"
"2174","Aster yunnanensis"
"2175","Impatiens chungtienensis"
"2176","Potentilla griffithii"
"2177","Silene gracilicaulis"
"2178","Adenophora jasionifolia"
"2179","Cimicifuga yunnanensis"
"2180","Daucus catota"
"2181","Ligularia lankongensis"
"2182","Juncus allioides"
"2183","Allium cyathophorum"
"2184","Pleurospermum davidii"
"2185","Polygonum runcinatum"
"2186","Codonopsis convolvulacea"
"2187","Saussurea wardii"
"2188","Swertia forrestii"
"2189","Arenaria yunnanensis"
"2190","Ixeridium biparum"
"2191","Nepeta stewartiana"
"2192","Epilobium tibetanum"
"2193","Stellaria yunnanensis"
"2194","Gentiana crassicaulis"
"2195","Pedicularis tricolor"
"2196","Adenophora capillaris"
"2197","Mentha haplocalyx"
"2198","Dipsacus asperoides"
"2199","Potentilla lancinata"
"2200","Pedicularis rex"
"2201","Cynoglossum amabile"
"2202","Dubyaea bhotanica"
"2203","Phlomis tatsienensis"
"2204","Carduus crispus"
"2205","Silene yunnanensis"
"2206","Aster diplostephioides"
"2207","Ligularia cymbulifera"
"2208","Primula secundiflora"
"2209","Spenceria ramalana"
"2210","Astragalus pullus"
"2211","Gentiana chungtienensis"
"2212","Origanum vulgare"
"2213","Galeopsis bifida"
"2214","Anemone rivularis"
"2215","Trollius vaginatus"
"2216","Cyananthus delavayi"
"2217","Pterocephalus hookeri"
"2218","Pedicularis cephalantha"
"2219","Salvia przewalskii"
"2220","Microula sikkimensis"
"2221","Polygonum sinomontanum"
"2222","Geranium delavaryi"
"2223","Aster souliei"
"2224","Aster vestitus"
"2225","Euphrasia regelii"
"2226","Halenia elliptica"
"2227","Allium atrosanguineum"
"2228","Trifolium repens Linn"
"2229","Thalictrum rostellatum"
"2230","Adenophora khasiana"
"2231","Tibetia himalaica"
"2232","Achillea wilsoniana"
"2233","Arctium lappa"
"2234","Pedicularis densispica"
"2235","Herpetospermum pedunculosum"
"2236","Pedicularis dichotoma"
"2237","Lilium duchartrei"
"2238","Clematis akebioides"
"2239","Gnaphalium affine"
"2240","Ligularia dictyoneura"
"2241","Pedicularis siphonantha"
"2242","Clinopodium repens"
"2243","Phlomis atropurpurea"
"2244","Onosma confertum"
"2245","Ajuga forrestii"
"2246","Lotus cornculatus"
"2247","Schizogyne sericea"
"2248","Frankenia laevis"
"2249","Euphorbia lamarckii"
"2250","Periploca laevigata"
"2251","Lavendula multifida"
"2252","Argyranthemum frutescens"
"2253","Helianthemum canariensis"
"2254","Ceropegia fusca"
"2255","Satureja kuegleri"
"2256","Lotus sessilifolius"
"2257","Nauplius aquaticus"
"2258","Parolinia intermedia"
"2259","Ceballosia fruticosa"
"2260","Lavendula buchii"
"2261","Asphaltklee bituminosa"
"2262","Ceropegia dichotoma"
"2263","Kickxia scoparia"
"2264","Azorina vidalii"
"2265","Chamomilla suaveolens"
"2266","Crithmum maritimum"
"2267","Freesia refracta"
"2268","Reseda luteola"
"2269","Solidago sempervivens"
"2270","Silene vulgaris"
"2271","Beta vulgaris"
"2272","Azorella monanthos"
"2273","Senecio looseri"
"2274","Senecio tricephalus"
"2275","Tarasa humilis"
"2276","Discaria nana"
"2277","Menonvillea hookeri"
"2278","Sisyrinchium junceum"
"2279","Adesmia haemisphaerica"
"2280","Phacelia secunda"
"2281","Astragalus nivicola"
"2282","Jaborosa laciniata"
"2283","Leuceria candidissima"
"2284","Oxalis erythrorhiza"
"2285","Montiopsis gilliesii"
"2286","Perezia pilifera"
"2287","Loasa incurva"
"2288","Hypochoeris montana"
"2289","Epilobium nivale"
"2290","Astragalus cruckshanksii"
"2291","Calandrinia caespitosa"
"2292","Vitex cannabifolia"
"2293","Cayratia japonica"
"2294","Prunus tomentosa"
"2295","Tilia japonica"
"2296","Abelia grandiflora"
"2297","Berberis thunbergii"
"2298","Besella rubra"
"2299","Lespedeza thunbergii"
"2300","Veronicastrum sibiricum"
"2301","Malus halliana"
"2302","Photinia glabra"
"2303","Lonicera morrowii"
"2304","Rhododendron mucronata"
"2305","Syringa vulgaris"
"2306","Baccharis trimera"
"2307","Nandina domestica"
"2308","Pieris japonica"
"2309","Campsis grandiflora"
"2310","Viburnum dilatatum"
"2311","Rhododendron oomurasalei"
"2312","Cirsium nipponica"
"2313","Lyonia ovalifolia"
"2314","Rhus sylvestris"
"2315","Tilia miqueliana"
"2316","Edgeworthia chrysantha"
"2317","Vaccinium oldhami"
"2318","Citrus tachibana"
"2319","Viburnum erosum"
"2320","Itea parviflora"
"2321","Ligustrum japonicum"
"2322","Fraxinus griffithii"
"2323","Pyracantha crenulata"
"2324","Hibiscus syriacus"
"2325","Desmodium padocarpum"
"2326","Elaeagnus multiflora"
"2327","Spiraea thunbergii"
"2328","Pyracantha angustifolia"
"2329","Cladrastis sikokiana"
"2330","Polygonum aubertii"
"2331","Spiranthes sinensis"
"2332","Prunus sp1 M PL 054"
"2333","Spiraea blumei"
"2334","Oxalis corymbosa"
"2335","Stewartia monadelpha"
"2336","Rhododendron macrosepalum"
"2337","Swida stlonifera"
"2338","Liriope platyphylla"
"2339","Deutzia gracilis"
"2340","Aesculus camea"
"2341","Idesia polycarpa"
"2342","Iris pseudacorus"
"2343","Astragalus sinicus"
"2344","Viola mandshurica"
"2345","Abelia sp1 M PL 054"
"2346","Deutzia scabra"
"2347","Rosa borboniana"
"2348","Spiraea tossensis"
"2349","Cinnamomum camphora"
"2350","Euonymus fo rtunei"
"2351","Forsythia suspensa"
"2352","Philadelphus coronarius"
"2353","Viburnum suspensum"
"2354","Mahonia japonica"
"2355","Serissa japonica"
"2356","Enkianthus perulatus"
"2357","Camellia sasanqua"
"2358","Tradescantia ohiensis"
"2359","Cercis siliquastrum"
"2360","Hypericum patulum"
"2361","Fatsia japonica"
"2362","Spiraea cantoniensis"
"2363","Ilex serrata"
"2364","Phlox subulata"
"2365","Ulmus davidiana"
"2366","Calystegia japonica"
"2367","Camellia japonica"
"2368","Coreopsis basalis"
"2369","Iris japonica"
"2370","Clerodendron trichotomum"
"2371","Buddleia davidii"
"2372","Phytolacca americana"
"2373","Prenanthes purpurea"
"2374","Euphorbia cyparissias"
"2375","Anthericum ramosum"
"2376","Valeriana tripteris"
"2377","Cardamine pratensis"
"2378","Dactylorhiza maculata"
"2379","Vincetoxicum hirundinaria"
"2380","Leucanthemum adustum"
"2381","Laserpitium siler"
"2382","Lysimachia nemorum"
"2383","Cuscuta epithymum"
"2384","Hippocrepis comosa"
"2385","Clinopodium vulgare"
"2386","Carum carvi"
"2387","Gaertnera sp1 M PL 080"
"2388","Syzygium coriaceum"
"2389","Gaertnera sp1 M PL 068"
"2390","Labourdonnaisia callophylloides"
"2391","Memecylon ovatifolium"
"2392","Xylopia lamarckii"
"2393","Casearia coriacea"
"2394","Calophyllum eputamen"
"2395","Diospyros revaughanii"
"2396","Embelia angustifolia"
"2397","Turraea rigida"
"2398","Tabernaemontana persicarifolia"
"2399","Smilax anceps"
"2400","Gaertnera sp1 M PL 081"
"2401","Croton grangeroides"
"2402","Gaertnera sp1 M PL 079"
"2403","Psathura terniflora"
"2404","Euodia obtusifolia"
"2405","Tristhema mauritiana"
"2406","Trochetia blackburniana"
"2407","Pandanus barklyi"
"2408","Eugenia orbiculata"
"2409","Pyrostria fasciculata"
"2410","Bakerella hoyifolia"
"2411","Gaertnera petrinensis"
"2412","Gaertnera sp1 M PL 066"
"2413","Sanguisorba officinalis"
"2414","Salix sieboldiana"
"2415","Cirsium suffultum"
"2416","Ligularia japonica"
"2417","Abelia serrata"
"2418","Galium verum"
"2419","Chionographis japonica"
"2420","Weigela japonica"
"2421","Viola orientalis"
"2422","Arisaema japonicum"
"2423","Veronica rotunda"
"2424","Spiraea japonica"
"2425","Lindera sericea"
"2426","Angelica longeradiata"
"2427","Dianthus superbus"
"2428","Luzula capitata"
"2429","Sophora flavescens"
"2430","Isodon inflexus"
"2431","Allium thunbergii"
"2432","Hydrangea luteo-venosa"
"2433","Epimedium diphyllum"
"2434","Hemerocallis vespertina"
"2435","Salix vulpina"
"2436","Galium japonicum"
"2437","Cimicifuga acerina"
"2438","Polygonum cuspidatum"
"2439","Echinops setifer"
"2440","Geranium shikokianum"
"2441","Vicia unijuga"
"2442","Heteropappus hispidus"
"2443","Swertia japonica"
"2444","Inula japonica"
"2445","Rhododendron reticulatum"
"2446","Gentiana zollingeri"
"2447","Synurus excelsus"
"2448","Solidago virg-aurea"
"2449","Hydrocotyle ramiflora"
"2450","Rubus phoenicolasius"
"2451","Benthamidia japonica"
"2452","Polygala japonica"
"2453","Patrinia scabiosaefolia"
"2454","Rhododendron kiusuanum"
"2455","Hydrangea serrata"
"2456","Aster scaber"
"2457","Iris rossii"
"2458","Clethra barvinervis"
"2459","Cephalantera falcata"
"2460","Valeriana fauriei"
"2461","Aletris luteoviridis"
"2462","Saussurea gracilis"
"2463","Saussurea yanagisawae"
"2464","Viola hondoensis"
"2465","Quercus dentata"
"2466","Angelica cartilagino-marginata"
"2467","Arabis glabra"
"2468","Aconitum japonicum"
"2469","Inula salicina"
"2470","Asparagus schoberioides"
"2471","Lilium leichtlinii"
"2472","Moehringia lateriflora"
"2473","Dioscorea asclepiadea"
"2474","Schizophragma hydrangeoides"
"2475","Grindelia chiloensis"
"2476","Opuntia corrugata"
"2477","Discaria trinervis"
"2478","Baccharis pingraea"
"2479","Senecio subulatus"
"2480","Lathyrus sp1 M PL 023"
"2481","Hysterionica jasionoides"
"2482","Adesmia retrofracta"
"2483","Arjona patagonica"
"2484","Pyrrhocactus strausianum"
"2485","Oxalis sp1 M PL 023"
"2486","Junellia tonini"
"2487","Rapistrum rugosum"
"2488","Senecio filaginoides"
"2489","Oenothera mendocinensis"
"2490","Thelesperma megapotamicum"
"2491","Mutisia decurrens"
"2492","Mimulus sp1 M PL 023"
"2493","Tussilago farfara"
"2494","Veronica officinalis"
"2495","Asteraceae sp  4"
"2496","Soldanella alpina"
"2497","Melampyrum sylvaticum"
"2498","Asteraceae sp  5"
"2499","Miconia chamissois"
"2500","Ilex affinis"
"2501","Emmeorhiza umbellata"
"2502","Ludwigia nervosa"
"2503","Eriocaulon cf  magnum"
"2504","Sagittaria rhombifolia"
"2505","Rhynchospora globosa"
"2506","Syngonanthus xeranthemoides"
"2507","Ascolepis brasiliensis"
"2508","Xyris jupicai"
"2509","Rhynchospora nervosa"
"2510","Sipanea pratensis"
"2511","Echinodorus longipetalus"
"2512","Rhynchospora robusta"
"2513","Clibadium armanii"
"2514","Cecropia pachystachya"
"2515","Chromolaena maximilianii"
"2516","Diodella radula"
"2517","Psychotria tenerior"
"2518","Abolboda egleri"
"2519","Elephantopus palustris"
"2520","Hedyosmum brasiliense"
"2521","Achyrocline alata"
"2522","Syzygium venosum"
"2523","Alstroemeria aurea"
"2524","Tristerix corymbosus"
"2525","Cynanchum diemii"
"2526","Ribes magellanicum"
"2527","Vicia nigricans"
"2528","Schinus patagonicus"
"2529","Aristotelia chilensis"
"2530","Syzygium commersonii"
"2531","Gaertnera sp1 M PL 069"
"2532","Syzygium petrinese"
"2533","Xyris sp1 M PL 069"
"2534","Rosa eglanteria"
"2535","Calceolaria crenatiflora"
"2536","Geranium sibiricum"
"2537","Potentilla fruticosa"
"2538","Taraxacum mongolicum"
"2539","Heracleum candicans"
"2540","Nepeta laevigata"
"2541","Calystegia hederacea"
"2542","Anemone rupestris"
"2543","Leontopodium andersonii"
"2544","Scutellaria hypericifolia"
"2545","Draba yunnanensis"
"2546","Anemone demissa"
"2547","Pedicularis longiflora"
"2548","Elsholtzia densa"
"2549","Silene chungtienensis"
"2550","Morina nepalensis"
"2551","Clinopodium megalanthum"
"2552","Stachys kouyangensis"
"2553","Viola delavayi"
"2554","Incarvillea zhongdianensis"
"2555","Salvia flava"
"2556","Stellera chamaejasme"
"2557","Androsace spinulifera"
"2558","Trollius yunnanensis"
"2559","Ranunculus zhungdianensis"
"2560","Vicia nummularia"
"2561","Iris ruthenica"
"2562","Aconitum piepunense"
"2563","Pedicularis monbeigiana"
"2564","Harungana madagascariensis"
"2565","Gaertnera sp1 M PL 077"
"2566","Wikstroemia indica"
"2567","Hemistepta lyrata"
"2568","Rosa soulieana"
"2569","Pimpinella diveraifolia"
"2570","Dracocephalum forrestii"
"2571","Thlaspi arvense"
"2572","Spiraea myrtilloides"
"2573","Gentiana atuntsiensis"
"2574","Delphinium delavayi"
"2575","Ligularia tsangchanensis"
"2576","Allium macranthum"
"2577","Gaertnera sp1 M PL 082"
"2578","Molinaea macrantha"
"2579","Gaertnera sp1 M PL 067"
"2580","Adesmia brachy"
"2581","Sisyrinchium arenarium"
"2582","Rhodophiala montana"
"2583","Stachys albi"
"2584","Madia sativa"
"2585","Loasa heterophylla"
"2586","Barneoudia chilensis"
"2587","Senecio bustillosianus"
"2588","Berberis empetrifolia"
"2589","Tropaeolum tricolor"
"2590","Senecio erucaeformis"
"2591","Perezia carthamoides"
"2592","Adesmia radicifolia"
"2593","Calandrinia affinis"
"2594","Sisyrinchium philippii"
"2595","Euphorbia portulacoides"
"2596","Adesmia conferta"
"2597","Quinchamalium chilensis"
"2598","Leucocoryne pauciflora"
"2599","Valeriana gracileps"
"2600","Adesmia exilis"
"2601","Nassauvia heterophylla"
"2602","Cardamine nivalis"
"2603","Hypochoeris sp1 M PL 001"
"2604","Astragalus curvicaulis"
"2605","Senecio francisci"
"2606","Loasa sigmoidea"
"2607","Anarthrophyllum cumingii"
"2608","Solanum tomatillo"
"2609","Chaetanthera euphrasioides"
"2610","Scypanthus elegans"
"2611","Calceolaria arac"
"2612","Schizanthus grahamii"
"2613","Verbena scoparia"
"2614","Sanicula graveolens"
"2615","Calceolaria indet"
"2616","Haplopappus sericeus"
"2617","Mulinum spinosum"
"2618","Malesherbia linearifolius"
"2619","Adesmia aconcaguensis"
"2620","Mustisia acerosa"
"2621","Tropaeolum sessilifolium"
"2622","Berberis montana"
"2623","Chaetanthera microphylla"
"2624","Alstroemeria pallida"
"2625","Viviania marifolia"
"2626","Calceolaria montana"
"2627","Adesmia montana"
"2628","Chuquiraga oppositifolia"
"2629","Mustisia sinuata"
"2630","Oxalis cinerea"
"2631","Leuceria landbeckii"
"2632","Tropaeolum polyph"
"2633","Nardophyllum lanatum"
"2634","Calandrinia uspallatensis"
"2635","Mustisia subulata"
"2636","Haplopappus chysanthemifolius"
"2637","Astragalus sp1 M PL 001"
"2638","Tetraglochin alatum"
"2639","Salpiglossus sp1 M PL 001"
"2640","Asteriscium aemocarpon"
"2641","Oxalis sp1 M PL 001"
"2642","Tristagma sessile"
"2643","Oxalis geminata"
"2644","Leucocoryne ixioides"
"2645","Cynoglossum sp1 M PL 001"
"2646","Oenothera acaulis"
"2647","Lupinus microcarpus"
"2648","Hippeastrum uni"
"2649","Trichocereus chiloensis"
"2650","Calceolaria biflora"
"2651","Clarkia tenella"
"2652","Collomia biflora"
"2653","Nothoscordum andinum"
"2654","Bowlesia tropaeolifolia"
"2655","Acaena pinn"
"2656","Solenomelus sisyrinchium"
"2657","Senecio lithostaurus"
"2658","Lepidium suffruticosum"
"2659","Lathyrus subandinus"
"2660","Ranunculus peduncularis"
"2661","Calandrinia dianthoides"
"2662","Senecio sp1 M PL 002"
"2663","Azorella monantha"
"2664","Anarthrophyllum gayanum"
"2665","Nassauvia axillaris"
"2666","Acaena pinnatifida"
"2667","Oxalis compacta"
"2668","Laretia acaulis"
"2669","Viola philippii"
"2670","Chaetanthera pusilla"
"2671","Azorella bolacina"
"2672","Loasa caespitosa"
"2673","Calandrinia sericea"
"2674","Tristagma bivalve"
"2675","Cerastium montioides"
"2676","Mutisia sinuata"
"2677","Werneria pygmaea"
"2678","Erigeron andicola"
"2679","Stenodraba stenophylla"
"2680","Nassauvia pungens"
"2681","Chaetanthera apiculata"
"2682","Calceolaria arachnoides"
"2683","Oxylobium ellipticum"
"2684","Euphrasia collina"
"2685","Prasophyllum alpinum"
"2686","Aciphylla glacialis"
"2687","Epilobium gunnianum"
"2688","Orites lancifolia"
"2689","Wahlenbergia ceracea"
"2690","Brachycome stolonifera"
"2691","Senecio lautus"
"2692","Craspedia sp1 M PL 019"
"2693","Helipterum albicans"
"2694","Prostanthera cuneata"
"2695","Richea continentis"
"2696","Aciphylla simplicifolia"
"2697","Phebalium ovatifolium"
"2698","Baeckia gunniana"
"2699","Epacris petrophila"
"2700","Pentachondra pumila"
"2701","Celmisia longifolia"
"2702","Brachycome scapigera"
"2703","Pimelea ligustrina"
"2704","Microseris lanceolata"
"2705","Helichrysum alpinum"
"2706","Leucopogon montanus"
"2707","Senecio gunnii"
"2708","Gentianella diemensis"
"2709","Senecio pectinatus"
"2710","Kunzea muelleri"
"2711","Asperula gunnii"
"2712","Neopaxia australasica"
"2713","Olearia phlogopappa"
"2714","Stylidium graminifolium"
"2715","Brachycome sp1 M PL 019"
"2716","Stackhousia pulvinaris"
"2717","Helichrysum scorpioides"
"2718","Leptorhynchos squamatus"
"2719","Brachycome scapiformis"
"2720","Epacris microphylla"
"2721","Shultesia brachyptera"
"2722","Cuphea o'donellii"
"2723","Heliconia psittacorum"
"2724","Saggitaria quyanensis"
"2725","Ludwigia decurrens"
"2726","Pterolepis glomerata"
"2727","Hyptis conferta"
"2728","Croton hirtus"
"2729","Besmoscelis villosa"
"2730","Aeschynomene pratensis"
"2731","Sauvagesia rubiginosa"
"2732","Thalia geniculata"
"2733","Hyptis dilatata"
"2734","Xyris savanensis"
"2735","Melochia villosa"
"2736","Rhynchanthera serrulata"
"2737","Tyttnera scabra"
"2738","Synqonanthus caulescens"
"2739","Montricharida arborescens"
"2740","Mimosa camporum"
"2741","Clidemia capitellata"
"2742","Diodia multiflora"
"2743","Miconia stephananthera"
"2744","Xyris laxifolia"
"2745","Sinningia sp1 M PL 030"
"2746","Caperonia pallustris"
"2747","Soulamea terminaloides"
"2748","Cinnamomum verum"
"2749","Argyranthemum sp"
"2750","Asparagus pastorianus"
"2751","Kickxia heterophylla"
"2752","Zilla spinosa"
"2753","Nauplius sp"
"2754","Parolinea intermedia"
"2755","Euphorbia obtusifolia"
"2756","Lavandula buchii"
"2757","Convolvulus sp1 M PL 050"
"2758","Euphorbia canariensis"
"2759","Echium aculeatum"
"2760","Argyranthemum frutescencs"
"2761","Echium bonnetii"
"2762","Noechamaelea pulverulenta"
"2763","Lotus sp1 M PL 050"
"2764","Convolvulus floridus"
"2765","Lotus glaucus"
"2766","Bituminaria bituminosa"
"2767","Sideritis nervosa"
"2768","Scandix pecten-veneris"
"2769","Sideritis argosphacelus"
"2770","Lotus sp"
"2771","Phagnalon saxatile"
"2772","Salvia aegyptiaca"
"2773","Neochamaelea pulverulenta"
"2774","Caltha palustris"
"2775","Potentilla vahliana"
"2776","Taraxacum sp1 M PL 024"
"2777","Geum rossii"
"2778","Oxytropis arctica"
"2779","Petasites frigidus"
"2780","Lotus lancerottensis"
"2781","Phagnalon purpurascens"
"2782","Scrophularia glabrata"
"2783","Erysimum scoparium"
"2784","Pterocephalus lasiospermus"
"2785","Pimpinella cumbrae"
"2786","Echium wildpretii"
"2787","Tolpis webbii"
