"","family","X","PGenus","order"
"1010","Orobanchaceae",37944,"Velloziela","Lamiales"
"1011","Orobanchaceae",961,"Elephantella","Lamiales"
"1012","Orobanchaceae",38350,"Rhinanthus","Lamiales"
"1013","Orobanchaceae",38351,"Melampyrum","Lamiales"
"1014","Oxalidaceae",23,"Oxalis","Oxalidales"
"1015","Paeoniaceae",19016,"Paeonia","Saxifragales"
"1016","Pandanaceae",12613,"Pandanus","Pandanales"
"1017","Papaveraceae",18338,"Macleaya","Ranunculales"
"1018","Papaveraceae",2316,"Papaver","Ranunculales"
"1019","Papaveraceae",9167,"Sangiunaria","Ranunculales"
"1020","Papaveraceae",4332,"Fumaria","Ranunculales"
"1021","Papaveraceae",10620,"Dicentra","Ranunculales"
"1022","Papaveraceae",17015,"Chelidonium","Ranunculales"
"1023","Papaveraceae",7724,"Corydalis","Ranunculales"
"1024","Papaveraceae",10623,"Sanguinaria","Ranunculales"
"1025","Papaveraceae",849,"Capnoides","Ranunculales"
"1026","Passifloraceae",2775,"Turnera","Malpighiales"
"1027","Passifloraceae",285,"Malesherbia","Malpighiales"
"1028","Passifloraceae",2769,"Passiflora","Malpighiales"
"1029","Pentaphylacaceae",13001,"Eurya","Ericales"
"1030","Pentaphylacaceae",10471,"Ternstroemia","Ericales"
"1031","Petiveriaceae",11629,"Petiveria","Caryophyllales"
"1032","Phrymaceae",9023,"Mimulus","Lamiales"
"1033","Phrymaceae",23389,"Phryma","Lamiales"
"1034","Phyllanthaceae",12483,"Securinega","Malpighiales"
"1035","Phyllanthaceae",20777,"Phyllanthus","Malpighiales"
"1036","Phyllanthaceae",12580,"Antidesma","Malpighiales"
"1037","Phyllanthaceae",12169,"Glochidion","Malpighiales"
"1038","Phytolaccaceae",16522,"Phytolacca","Caryophyllales"
"1039","Pinaceae",12952,"Pinus","Pinales"
"1040","Piperaceae",12323,"Piper","Piperales"
"1041","Pittosporaceae",12271,"PittosPorum","Apiales"
"1042","Pittosporaceae",20666,"Pittosporum","Apiales"
"1043","Plantaginaceae",833,"Pentstemon","Lamiales"
"1044","Plantaginaceae",16416,"Veronicastrum","Lamiales"
"1045","Plantaginaceae",9521,"Hebe","Lamiales"
"1046","Plantaginaceae",23371,"Gratiola","Lamiales"
"1047","Plantaginaceae",9310,"Bacopa","Lamiales"
"1048","Plantaginaceae",9516,"Parahebe","Lamiales"
"1049","Plantaginaceae",832,"Penstemon","Lamiales"
"1050","Plantaginaceae",3336,"Globularia","Lamiales"
"1051","Plantaginaceae",860,"Linaria","Lamiales"
"1052","Plantaginaceae",9539,"Ourisia","Lamiales"
"1053","Plantaginaceae",3394,"Veronica","Lamiales"
"1054","Plantaginaceae",1821,"Plantago","Lamiales"
"1055","Plantaginaceae",22785,"Collinsia","Lamiales"
"1056","Plantaginaceae",17071,"Limophila","Lamiales"
"1057","Plantaginaceae",17079,"Ptantago","Lamiales"
"1058","Plantaginaceae",9873,"Digitalis","Lamiales"
"1059","Plantaginaceae",38353,"Kickxia","Lamiales"
"1060","Plantaginaceae",9336,"Galvezia","Lamiales"
"1061","Plumbaginaceae",2309,"Armeria","Caryophyllales"
"1062","Plumbaginaceae",9362,"Plumbago","Caryophyllales"
"1063","Poaceae",17023,"Isachne","Poales"
"1064","Poaceae",18377,"Calamagrostis","Poales"
"1065","Poaceae",22723,"Panicum","Poales"
"1066","Poaceae",9436,"Setaria","Poales"
"1067","Poaceae",17019,"Leesia","Poales"
"1068","Poaceae",23057,"Zea","Poales"
"1069","Poaceae",17489,"Poa","Poales"
"1070","Poaceae",17483,"Agrostis","Poales"
"1071","Poaceae",17236,"Phragmites","Poales"
"1072","Poaceae",18384,"Digitaria","Poales"
"1073","Polemoniaceae",17497,"Polemonium","Ericales"
"1074","Polemoniaceae",982,"Gilia","Ericales"
"1075","Polemoniaceae",38354,"ipomopsis","Ericales"
"1076","Polemoniaceae",276,"Collomia","Ericales"
"1077","Polemoniaceae",16723,"Phlox","Ericales"
"1078","Polygalaceae",9056,"Polygala","Fabales"
"1079","Polygonaceae",9685,"Muehlenbeckia","Caryophyllales"
"1080","Polygonaceae",1330,"Polygonum","Caryophyllales"
"1081","Polygonaceae",7757,"Antenoron","Caryophyllales"
"1082","Polygonaceae",38355,"eriogonum","Caryophyllales"
"1083","Polygonaceae",7860,"Reynoutria","Caryophyllales"
"1084","Polygonaceae",7737,"Persicaria","Caryophyllales"
"1085","Polygonaceae",7825,"Bistorta","Caryophyllales"
"1086","Polygonaceae",11798,"Coccoloba","Caryophyllales"
"1087","Pontederiaceae",22853,"Pontederia","Commelinales"
"1088","Pontederiaceae",17059,"Monochoria","Commelinales"
"1089","Portulacaceae",9363,"Portulaca","Caryophyllales"
"1090","Portulacaceae",7371,"Neopaxia","Caryophyllales"
"1091","Primulaceae",12276,"Maesa","Ericales"
"1092","Primulaceae",1881,"Primula","Ericales"
"1093","Primulaceae",38357,"Androsace","Ericales"
"1094","Primulaceae",10543,"Cybianthus","Ericales"
"1095","Primulaceae",11182,"Jacquinia","Ericales"
"1096","Primulaceae",22630,"Steironema","Ericales"
"1097","Primulaceae",38356,"Soldanella","Ericales"
"1098","Primulaceae",695,"Trientalis","Ericales"
"1099","Primulaceae",3514,"Anagallis","Ericales"
"1100","Primulaceae",7770,"Lysimachia","Ericales"
"1101","Primulaceae",12898,"Myrsine","Ericales"
"1102","Primulaceae",20698,"Embelia","Ericales"
"1103","Primulaceae",12170,"Ardisia","Ericales"
"1104","Primulaceae",24005,"Samolus","Ericales"
"1105","Primulaceae",38358,"androsace","Ericales"
"1106","Primulaceae",11699,"Wallenia","Ericales"
"1107","Primulaceae",3270,"Cyclamen","Ericales"
"1108","Primulaceae",20626,"Badula","Ericales"
"1109","Primulaceae",820,"Dodecatheon","Ericales"
"1110","Proteaceae",10848,"Embothrium","Proteales"
"1111","Proteaceae",7278,"Orites","Proteales"
"1112","Proteaceae",10842,"Gevuina","Proteales"
"1113","Ranunculaceae",38359,"delphinium","Ranunculales"
"1114","Ranunculaceae",2075,"Trollius","Ranunculales"
"1115","Ranunculaceae",10615,"Isopyrum","Ranunculales"
"1116","Ranunculaceae",453,"Ranunculus","Ranunculales"
"1117","Ranunculaceae",4017,"Nigella","Ranunculales"
"1118","Ranunculaceae",59,"Barneoudia","Ranunculales"
"1119","Ranunculaceae",1339,"Caltha","Ranunculales"
"1120","Ranunculaceae",23063,"Actea","Ranunculales"
"1121","Ranunculaceae",7612,"Ranumculus","Ranunculales"
"1122","Ranunculaceae",15670,"Cimicifuga","Ranunculales"
"1123","Ranunculaceae",9166,"Hepatica","Ranunculales"
"1124","Ranunculaceae",819,"Delphinium","Ranunculales"
"1125","Ranunculaceae",808,"Aconitum","Ranunculales"
"1126","Ranunculaceae",954,"Thalictrum","Ranunculales"
"1127","Ranunculaceae",6629,"Clematis","Ranunculales"
"1128","Ranunculaceae",24284,"Myosurus","Ranunculales"
"1129","Ranunculaceae",3298,"Anemone","Ranunculales"
"1130","Ranunculaceae",23292,"Anemonella","Ranunculales"
"1131","Ranunculaceae",847,"Aquilegia","Ranunculales"
"1132","Rapateaceae",10470,"Stegolepsis","Poales"
"1133","Resedaceae",3283,"Reseda","Brassicales"
"1134","Resedaceae",11313,"Reseada","Brassicales"
"1135","Rhamnaceae",38360,"Ziziphus","Rosales"
"1136","Rhamnaceae",7781,"Hovenia","Rosales"
"1137","Rhamnaceae",2872,"Rhamnus","Rosales"
"1138","Rhamnaceae",38361,"Scutia","Rosales"
"1139","Rhamnaceae",407,"Discaria","Rosales"
"1140","Rhamnaceae",22968,"Ceanothus","Rosales"
"1141","Rhamnaceae",12189,"Rhamnella","Rosales"
"1142","Rhizophoraceae",12183,"Kandetia","Malpighiales"
"1143","Rosaceae",1,"Acaena","Rosales"
"1144","Rosaceae",38364,"amelanchier","Rosales"
"1145","Rosaceae",870,"Potentilla","Rosales"
"1146","Rosaceae",38362,"potentilla","Rosales"
"1147","Rosaceae",38363,"rosa","Rosales"
"1148","Rosaceae",18385,"Duchesnea","Rosales"
"1149","Rosaceae",38365,"fragaria","Rosales"
"1150","Rosaceae",38366,"Spenceria","Rosales"
"1151","Rosaceae",12293,"Rhaphiolepis","Rosales"
"1152","Rosaceae",3370,"Sarcopoterium","Rosales"
"1153","Rosaceae",826,"Holodiscus","Rosales"
"1154","Rosaceae",32,"Tetraglochin","Rosales"
"1155","Rosaceae",16239,"Malus","Rosales"
"1156","Rosaceae",22882,"Amelanchier","Rosales"
"1157","Rosaceae",821,"Drymocallis","Rosales"
"1158","Rosaceae",998,"Dasyphora","Rosales"
"1159","Rosaceae",2067,"Dryas","Rosales"
"1160","Rosaceae",6627,"Agrimonia","Rosales"
"1161","Rosaceae",16281,"Photinia","Rosales"
"1162","Rosaceae",10690,"Aronia","Rosales"
"1163","Rosaceae",16101,"Sanguisorba","Rosales"
"1164","Rosaceae",18396,"Stephanandra","Rosales"
"1165","Rosaceae",830,"Opulaster","Rosales"
"1166","Rosaceae",24108,"Pyrus","Rosales"
"1167","Rosaceae",807,"Prunus","Rosales"
"1168","Rosaceae",24055,"Gillenia","Rosales"
"1169","Rosaceae",839,"Rubus","Rosales"
"1170","Rosaceae",7957,"Aruncus","Rosales"
"1171","Rosaceae",22617,"Crataegus","Rosales"
"1172","Rosaceae",1606,"Geum","Rosales"
"1173","Rosaceae",843,"Sieversia","Rosales"
"1174","Rosaceae",1876,"Filipendula","Rosales"
"1175","Rosaceae",10683,"Spiraea","Rosales"
"1176","Rosaceae",18566,"Eriobotrya","Rosales"
"1177","Rosaceae",14078,"Sorbus","Rosales"
"1178","Rosaceae",16259,"Pyracantha","Rosales"
"1179","Rosaceae",838,"Rosa","Rosales"
"1180","Rosaceae",823,"Fragaria","Rosales"
"1181","Rosaceae",16264,"Kerria","Rosales"
"1182","Rousseaceae",20670,"Roussea","Asterales"
"1183","Rubiaceae",10530,"Remijia","Gentianales"
"1184","Rubiaceae",20624,"Antirhea","Gentianales"
"1185","Rubiaceae",21938,"Timonius","Gentianales"
"1186","Rubiaceae",38135,"Pslicourea","Gentianales"
"1187","Rubiaceae",20644,"Gaertnera","Gentianales"
"1188","Rubiaceae",21904,"Paragenipa","Gentianales"
"1189","Rubiaceae",21888,"Craterispermum","Gentianales"
"1190","Rubiaceae",9366,"Psychotria","Gentianales"
"1191","Rubiaceae",11496,"Plocama","Gentianales"
"1192","Rubiaceae",21884,"Canthium","Gentianales"
"1193","Rubiaceae",7365,"Asperula","Gentianales"
"1194","Rubiaceae",11880,"Chiococa","Gentianales"
"1195","Rubiaceae",11739,"Gonzalagunia","Gentianales"
"1196","Rubiaceae",20669,"Pyrostria","Gentianales"
"1197","Rubiaceae",11633,"Spermacoce","Gentianales"
"1198","Rubiaceae",21066,"Psathura","Gentianales"
"1199","Rubiaceae",10556,"Sipanea","Gentianales"
"1200","Rubiaceae",22525,"Ixora","Gentianales"
"1201","Rubiaceae",10544,"Declieuxia","Gentianales"
"1202","Rubiaceae",3378,"Sherardia","Gentianales"
"1203","Rubiaceae",11754,"Guettarda","Gentianales"
"1204","Rubiaceae",38152,"Ferdinandusa","Gentianales"
"1205","Rubiaceae",38368,"Chiococca","Gentianales"
"1206","Rubiaceae",20631,"Chassalia","Gentianales"
"1207","Rubiaceae",1488,"Galium","Gentianales"
"1208","Rubiaceae",9321,"Chicocca","Gentianales"
"1209","Rubiaceae",12193,"Wendtandia","Gentianales"
"1210","Rubiaceae",9392,"Diodia","Gentianales"
"1211","Rubiaceae",22331,"Glionnetia","Gentianales"
"1212","Rubiaceae",16560,"Serissa","Gentianales"
"1213","Rubiaceae",38157,"Isertia","Gentianales"
"1214","Rubiaceae",38367,"galium","Gentianales"
"1215","Rubiaceae",13087,"Lasianthus","Gentianales"
"1216","Rubiaceae",37905,"Manettia","Gentianales"
"1217","Rubiaceae",9325,"Coffea","Gentianales"
"1218","Rubiaceae",20628,"Bertiera","Gentianales"
"1219","Rubiaceae",22843,"Houstonia","Gentianales"
"1220","Rubiaceae",15889,"Paederia","Gentianales"
"1221","Rubiaceae",11772,"Palicourea","Gentianales"
"1222","Rubiaceae",576,"Oreopolus","Gentianales"
"1223","Rubiaceae",38171,"Retiniphyllum","Gentianales"
"1224","Rubiaceae",22656,"Cephalanthus","Gentianales"
"1225","Rubiaceae",12227,"Musaenda","Gentianales"
"1226","Rubiaceae",10466,"Pagameopsis","Gentianales"
"1227","Rubiaceae",10557,"Borreria","Gentianales"
"1228","Rubiaceae",38369,"Rubia","Gentianales"
"1229","Rubiaceae",20661,"Myonima","Gentianales"
"1230","Rubiaceae",2768,"Morinda","Gentianales"
"1231","Rutaceae",18390,"Orixa","Sapindales"
"1232","Rutaceae",38346,"Neochamaelea","Sapindales"
"1233","Rutaceae",7726,"Phellodendron","Sapindales"
"1234","Rutaceae",38180,"Decagonocarpus","Sapindales"
"1235","Rutaceae",22693,"Zanthoxylum","Sapindales"
"1236","Rutaceae",7299,"Phebalium","Sapindales"
"1237","Rutaceae",16276,"Citrus","Sapindales"
"1238","Rutaceae",12181,"Euodia","Sapindales"
"1239","Rutaceae",4020,"Ruta","Sapindales"
"1240","Rutaceae",15343,"Noechamaelea","Sapindales"
"1241","Rutaceae",24292,"Ptelea","Sapindales"
"1242","Rutaceae",20727,"Toddalia","Sapindales"
"1243","Sabiaceae",12209,"Meliosma","Proteales"
"1244","Salicaceae",20630,"Casearia","Malpighiales"
"1245","Salicaceae",38172,"Ryania","Malpighiales"
"1246","Salicaceae",23025,"Populus","Malpighiales"
"1247","Salicaceae",16625,"Idesia","Malpighiales"
"1248","Salicaceae",2099,"Salix","Malpighiales"
"1249","Santalaceae",3282,"Osyris",NA
"1250","Santalaceae",38370,"Santalum",NA
"1251","Sapindaceae",7797,"Aesculus","Sapindales"
"1252","Sapindaceae",9317,"Cardiospermum","Sapindales"
"1253","Sapindaceae",20695,"Dodonaea","Sapindales"
"1254","Sapindaceae",20659,"Molinaea","Sapindales"
"1255","Sapindaceae",8105,"Acer","Sapindales"
"1256","Sapindaceae",20696,"Doratoxylon","Sapindales"
"1257","Sapotaceae",20658,"Mimusops","Ericales"
"1258","Sapotaceae",20656,"Labourdonnaisia","Ericales"
"1259","Sapotaceae",20672,"Sideroxylon","Ericales"
"1260","Sapotaceae",21902,"Northea","Ericales"
"1261","Sarraceniaceae",10463,"Heliamphora","Ericales"
"1262","Saururaceae",17018,"Houttuynia","Piperales"
"1263","Saxifragaceae",7764,"Astilbe","Saxifragales"
"1264","Saxifragaceae",17586,"Rodgersia","Saxifragales"
"1265","Saxifragaceae",9170,"Tiarella","Saxifragales"
"1266","Saxifragaceae",2073,"Saxifraga","Saxifragales"
"1267","Saxifragaceae",22718,"Heuchera","Saxifragales"
"1268","Schoepfiaceae",25,"Quinchamalium","Santalales"
"1269","Schoepfiaceae",9003,"Arjona","Santalales"
"1270","Scrophulariaceae",3290,"Verbascum",NA
"1271","Scrophulariaceae",11139,"Capraria",NA
"1272","Scrophulariaceae",16597,"Buddleia",NA
"1273","Scrophulariaceae",38371,"Myoporum",NA
"1274","Scrophulariaceae",1981,"Scrophularia",NA
"1275","Simaroubaceae",21958,"Soulamea","Sapindales"
"1276","Simaroubaceae",9320,"Castela","Sapindales"
"1277","Solanaceae",8938,"Jaborosa","Solanales"
"1278","Solanaceae",9431,"Capsicum","Solanales"
"1279","Solanaceae",9346,"Lycopersicon","Solanales"
"1280","Solanaceae",9360,"Physalis","Solanales"
"1281","Solanaceae",49,"Salpiglossus","Solanales"
"1282","Solanaceae",9438,"Cacabus","Solanales"
"1283","Solanaceae",9353,"Nolana","Solanales"
"1284","Solanaceae",86,"Schizanthus","Solanales"
"1285","Solanaceae",38159,"Markea","Solanales"
"1286","Solanaceae",52,"Solanum","Solanales"
"1287","Solanaceae",38372,"Lycium","Solanales"
"1288","Solanaceae",22710,"Datura","Solanales"
"1289","Stachyuraceae",7862,"Stachyurus","Crossosomatales"
"1290","Staphyleaceae",16145,"Staphylea","Crossosomatales"
"1291","Staphyleaceae",12275,"Euscaphis","Crossosomatales"
"1292","Stemonaceae",12632,"Croomia","Pandanales"
"1293","Stylidiaceae",10049,"Donatia","Asterales"
"1294","Stylidiaceae",10043,"Phyllachne","Asterales"
"1295","Stylidiaceae",7464,"Stylidium","Asterales"
"1296","Styracaceae",7794,"Styrax","Ericales"
"1297","Surianaceae",2796,"Suriana","Fabales"
"1298","Symplocaceae",7881,"Symplocos","Ericales"
"1299","Theaceae",12156,"Schima","Ericales"
"1300","Theaceae",16436,"Camellia","Ericales"
"1301","Theaceae",16334,"Stewartia","Ericales"
"1302","Thymelaeaceae",10035,"Drapetes","Malvales"
"1303","Thymelaeaceae",7271,"Pimelea","Malvales"
"1304","Thymelaeaceae",3264,"Thymelaea","Malvales"
"1305","Thymelaeaceae",11738,"Daphnopsis","Malvales"
"1306","Thymelaeaceae",6178,"Daphne","Malvales"
"1307","Thymelaeaceae",16418,"Edgeworthia","Malvales"
"1308","Thymelaeaceae",10837,"Ovidia","Malvales"
"1309","Thymelaeaceae",21786,"Wikstroemia","Malvales"
"1310","Thymelaeaceae",22687,"Dirca","Malvales"
"1311","Thymelaeaceae",38373,"Stellera","Malvales"
"1312","Tofieldiaceae",15594,"Tofieldia","Alismatales"
"1313","Tropaeolaceae",54,"Tropaeolum","Brassicales"
"1314","Typhaceae",17322,"Typha","Poales"
"1315","Ulmaceae",16426,"Ulmus","Rosales"
"1316","Unresolved",17020,"Mosta",NA
"1317","Unresolved",20267,"Aetheorrina",NA
"1318","Unresolved",10370,"Tyttnera",NA
"1319","Unresolved",10350,"Besmoscelis",NA
"1320","Unresolved",11624,"Unidentified",NA
"1321","Unresolved",15307,"Parolinea",NA
"1322","Urticaceae",11630,"Pilea","Rosales"
"1323","Verbenaceae",11202,"Lippia","Lamiales"
"1324","Verbenaceae",9404,"Phyla","Lamiales"
"1325","Verbenaceae",9380,"Stachtarpheta","Lamiales"
"1326","Verbenaceae",10838,"Rhaphithamnus","Lamiales"
"1327","Verbenaceae",582,"Junellia","Lamiales"
"1328","Verbenaceae",9345,"Lantana","Lamiales"
"1329","Verbenaceae",56,"Verbena","Lamiales"
"1330","Verbenaceae",11150,"Stachytarpheta","Lamiales"
"1331","Verbenaceae",2772,"Stachytapheta","Lamiales"
"1332","Violaceae",494,"Viola","Malpighiales"
"1333","Violaceae",38326,"viola","Malpighiales"
"1334","Violaceae",38134,"Payparola","Malpighiales"
"1335","Violaceae",23508,"Hybanthus","Malpighiales"
"1336","Violaceae",38374,"Melicytus","Malpighiales"
"1337","Vitaceae",23028,"Psedera","Vitales"
"1338","Vitaceae",12195,"Ampetopsis","Vitales"
"1339","Vitaceae",22814,"Vitis","Vitales"
"1340","Vitaceae",16246,"Cayratia","Vitales"
"1341","Vitaceae",7965,"Ampelopsis","Vitales"
"1342","Vitaceae",11171,"Cissus","Vitales"
"1343","Xyridaceae",10357,"Xyris","Poales"
"1344","Zingiberaceae",38137,"Renealmia","Zingiberales"
"1345","Zingiberaceae",12372,"Alpinia","Zingiberales"
"1346","Zingiberaceae",38122,"Hedychium","Zingiberales"
"1347","Zygophyllaceae",9009,"Larrea","Zygophyllales"
"1348","Zygophyllaceae",11504,"Fagonia","Zygophyllales"
"1349","Zygophyllaceae",9382,"Tribulus","Zygophyllales"
"1350",NA,38341,NA,NA
