"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2"
"2349","Braconidae.B - Bombyliidae.B",-0.727452371569004,-1.83110469310347,0.0981882190076457,0.95,"mode","hdi","Braconidae.B","Bombyliidae.B"
"2350","Braconidae.C - Bombyliidae.B",-0.722977182201912,-1.57954518303448,-0.0435962981687426,0.95,"mode","hdi","Braconidae.C","Bombyliidae.B"
"2351","Braconidae.D - Bombyliidae.B",-0.991527026597663,-3.15096634900221,0.409251365686465,0.95,"mode","hdi","Braconidae.D","Bombyliidae.B"
"2352","Braconidae.E - Bombyliidae.B",-0.903250538268549,-2.31126976146955,0.0607128471478569,0.95,"mode","hdi","Braconidae.E","Bombyliidae.B"
"2353","Calliphoridae.A - Bombyliidae.B",0.312569850760057,-0.218534979619362,0.790399495046191,0.95,"mode","hdi","Calliphoridae.A","Bombyliidae.B"
"2354","Calliphoridae.B - Bombyliidae.B",-0.00973729881301555,-0.574249855390752,0.455036508153531,0.95,"mode","hdi","Calliphoridae.B","Bombyliidae.B"
"2355","Calliphoridae.C - Bombyliidae.B",-0.344218144295726,-0.881833901347326,0.221376955206914,0.95,"mode","hdi","Calliphoridae.C","Bombyliidae.B"
"2356","Calliphoridae.D - Bombyliidae.B",-0.495841494757243,-1.41117118103603,0.227282997643464,0.95,"mode","hdi","Calliphoridae.D","Bombyliidae.B"
"2357","Calliphoridae.E - Bombyliidae.B",-0.41426143898704,-1.23845052381244,0.272259996836909,0.95,"mode","hdi","Calliphoridae.E","Bombyliidae.B"
"2358","Cantharidae.A - Bombyliidae.B",-0.669539795598365,-2.22780421334919,0.424751335595566,0.95,"mode","hdi","Cantharidae.A","Bombyliidae.B"
"2359","Cantharidae.B - Bombyliidae.B",-0.650745649262246,-2.21691275728012,0.404899219063139,0.95,"mode","hdi","Cantharidae.B","Bombyliidae.B"
"2360","Cantharidae.C - Bombyliidae.B",-0.922954150386847,-1.52377214053134,-0.340809605955922,0.95,"mode","hdi","Cantharidae.C","Bombyliidae.B"
"2361","Cantharidae.D - Bombyliidae.B",-1.00015113710596,-2.70852223755413,0.0919630078059313,0.95,"mode","hdi","Cantharidae.D","Bombyliidae.B"
"2362","Cantharidae.E - Bombyliidae.B",-0.620210122496132,-2.85677617294448,0.848733823017378,0.95,"mode","hdi","Cantharidae.E","Bombyliidae.B"
"2363","Chironomidae.A - Bombyliidae.B",-0.593645244989365,-1.99270792181582,0.608060650446832,0.95,"mode","hdi","Chironomidae.A","Bombyliidae.B"
"2364","Chironomidae.B - Bombyliidae.B",-0.515387982710485,-1.64782425297985,0.231823568994865,0.95,"mode","hdi","Chironomidae.B","Bombyliidae.B"
"2365","Chironomidae.C - Bombyliidae.B",-1.39214962765894,-3.14047419502313,-0.279471551106745,0.95,"mode","hdi","Chironomidae.C","Bombyliidae.B"
"2366","Chironomidae.D - Bombyliidae.B",-0.45056978131036,-2.70292175932301,0.809281198920739,0.95,"mode","hdi","Chironomidae.D","Bombyliidae.B"
"2367","Chironomidae.E - Bombyliidae.B",1.00822111523386,0.345111916831951,1.6241326861043,0.95,"mode","hdi","Chironomidae.E","Bombyliidae.B"
"2368","Coccinellidae.A - Bombyliidae.B",-0.7219621253793,-1.93919092733357,0.408560092859205,0.95,"mode","hdi","Coccinellidae.A","Bombyliidae.B"
"2369","Coccinellidae.B - Bombyliidae.B",-0.823444164085787,-1.79366469276084,-0.173237313150221,0.95,"mode","hdi","Coccinellidae.B","Bombyliidae.B"
"2370","Coccinellidae.C - Bombyliidae.B",-1.06479359700548,-1.84519418131662,-0.532162600301695,0.95,"mode","hdi","Coccinellidae.C","Bombyliidae.B"
"2371","Coccinellidae.D - Bombyliidae.B",-1.40281637928761,-3.35063380772955,0.410839514446909,0.95,"mode","hdi","Coccinellidae.D","Bombyliidae.B"
"2372","Coccinellidae.E - Bombyliidae.B",-0.578169155014179,-2.99010845722382,0.765608030202204,0.95,"mode","hdi","Coccinellidae.E","Bombyliidae.B"
"2373","Colletidae.A - Bombyliidae.B",-0.622213620645923,-1.43133679143006,0.177767936346664,0.95,"mode","hdi","Colletidae.A","Bombyliidae.B"
"2374","Colletidae.B - Bombyliidae.B",-0.127867186661042,-0.862487037677838,0.414630024020041,0.95,"mode","hdi","Colletidae.B","Bombyliidae.B"
"2375","Colletidae.C - Bombyliidae.B",-0.260490629140115,-0.713658381686078,0.302000906785907,0.95,"mode","hdi","Colletidae.C","Bombyliidae.B"
"2376","Colletidae.D - Bombyliidae.B",-0.594521724593689,-1.37906038868717,0.129289359649551,0.95,"mode","hdi","Colletidae.D","Bombyliidae.B"
"2377","Colletidae.E - Bombyliidae.B",-0.304766662525658,-1.36265688507697,0.515159878590744,0.95,"mode","hdi","Colletidae.E","Bombyliidae.B"
"2378","Crabronidae.A - Bombyliidae.B",-0.275086682738197,-1.05966326420809,0.45516702450794,0.95,"mode","hdi","Crabronidae.A","Bombyliidae.B"
"2379","Crabronidae.B - Bombyliidae.B",-0.779824890711011,-2.04690135185844,0.184068033025043,0.95,"mode","hdi","Crabronidae.B","Bombyliidae.B"
"2380","Crabronidae.C - Bombyliidae.B",-0.822903945067589,-1.44075341034074,-0.204836093099092,0.95,"mode","hdi","Crabronidae.C","Bombyliidae.B"
"2381","Crabronidae.D - Bombyliidae.B",-0.778670464526751,-2.05015269566313,0.22996025216038,0.95,"mode","hdi","Crabronidae.D","Bombyliidae.B"
"2382","Crabronidae.E - Bombyliidae.B",0.0819520423068951,-1.40361068100713,1.02407083052257,0.95,"mode","hdi","Crabronidae.E","Bombyliidae.B"
"2383","Culicidae.A - Bombyliidae.B",-0.920644629805526,-2.20854248213417,0.0497361748231158,0.95,"mode","hdi","Culicidae.A","Bombyliidae.B"
"2384","Culicidae.B - Bombyliidae.B",-0.968869936694169,-3.11040358851063,0.504317832917901,0.95,"mode","hdi","Culicidae.B","Bombyliidae.B"
"2385","Culicidae.C - Bombyliidae.B",-1.31446829236493,-2.53885707252441,-0.39200090414621,0.95,"mode","hdi","Culicidae.C","Bombyliidae.B"
"2386","Culicidae.D - Bombyliidae.B",-0.224742269286565,-2.35071770365921,1.17546864918106,0.95,"mode","hdi","Culicidae.D","Bombyliidae.B"
"2387","Culicidae.E - Bombyliidae.B",-0.0130300071264675,-1.0229284010693,0.798622767430179,0.95,"mode","hdi","Culicidae.E","Bombyliidae.B"
"2388","Curculionidae.A - Bombyliidae.B",-0.102697485603394,-0.637708556712023,0.444907501812843,0.95,"mode","hdi","Curculionidae.A","Bombyliidae.B"
"2389","Curculionidae.B - Bombyliidae.B",-0.498207612771386,-1.7553997831164,0.397380218141132,0.95,"mode","hdi","Curculionidae.B","Bombyliidae.B"
"2390","Curculionidae.C - Bombyliidae.B",-0.836936527146035,-1.43958098499766,-0.241234979653979,0.95,"mode","hdi","Curculionidae.C","Bombyliidae.B"
"2391","Curculionidae.D - Bombyliidae.B",-0.860981040850113,-2.48541854908357,0.255564478801498,0.95,"mode","hdi","Curculionidae.D","Bombyliidae.B"
"2392","Curculionidae.E - Bombyliidae.B",-0.945188936394202,-2.97168928701755,0.392131732015542,0.95,"mode","hdi","Curculionidae.E","Bombyliidae.B"
"2393","Eulophidae.A - Bombyliidae.B",-0.509975505916718,-2.23857946308278,0.593727398375854,0.95,"mode","hdi","Eulophidae.A","Bombyliidae.B"
"2394","Eulophidae.B - Bombyliidae.B",-0.325903490352978,-0.945096728284225,0.344101325010719,0.95,"mode","hdi","Eulophidae.B","Bombyliidae.B"
"2395","Eulophidae.C - Bombyliidae.B",-1.18926494348211,-3.42269868610436,0.27093505921937,0.95,"mode","hdi","Eulophidae.C","Bombyliidae.B"
"2396","Eulophidae.D - Bombyliidae.B",-1.06086910694675,-3.22151997895806,0.488798800091074,0.95,"mode","hdi","Eulophidae.D","Bombyliidae.B"
"2397","Eulophidae.E - Bombyliidae.B",-1.15490458854041,-3.26443305886447,0.39412216420401,0.95,"mode","hdi","Eulophidae.E","Bombyliidae.B"
"2398","Fanniidae.A - Bombyliidae.B",-0.175588186522751,-0.851777595509455,0.397382439513831,0.95,"mode","hdi","Fanniidae.A","Bombyliidae.B"
"2399","Fanniidae.B - Bombyliidae.B",-0.502439395491709,-2.78178290561675,0.673375765514607,0.95,"mode","hdi","Fanniidae.B","Bombyliidae.B"
"2400","Fanniidae.C - Bombyliidae.B",-0.874633050677291,-1.96930129856374,-0.114295785273162,0.95,"mode","hdi","Fanniidae.C","Bombyliidae.B"
